RENEWAL_ID,POLICY_ID,CUSTOMER_ID,RENEWAL_DUE_DATE,OLD_PREMIUM,NEW_PREMIUM,PREMIUM_INCREASE_PCT,CLAIM_HISTORY_FLAG,LOYALTY_YEARS,RENEWAL_PROBABILITY,RENEWAL_STATUS,CONTACT_CHANNEL,POLICY_TYPE,SALES_CHANNEL,PAYMENT_MODE,SUM_INSURED,ANNUAL_PREMIUM,RISK_SCORE,RISK_BAND,TOTAL_CLAIMS,TOTAL_CLAIM_AMOUNT,AVG_CLAIM_AMOUNT,MAX_CLAIM_AMOUNT,TOTAL_PAYMENTS_x,AVG_PAYMENT_DELAY_x,MAX_PAYMENT_DELAY_x,TOTAL_PAYMENTS_y,AVG_PAYMENT_DELAY_y,MAX_PAYMENT_DELAY_y,TOTAL_PAYMENTS,AVG_PAYMENT_DELAY,MAX_PAYMENT_DELAY,CUSTOMER_SINCE,CUSTOMER_TENURE_YEARS,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,STATE,CREDIT_SCORE,CUSTOMER_RISK_SEGMENT,TARGET_RENEWED,TARGET_CHURN
REN00013485,POL000092485,CUST00078867,2025-12-13,20528,20741,1.0376071706936867,No,5,0.92,Renewed,Email,Term Life,Direct,Monthly,3781135,20528,491,Medium,1.0,479106.0,479106.0,479106.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,2021-01-16,4.906228610540725,38,Female,Single,Business Owner,973914,Kerala,639,Medium,1,0
REN00005405,POL000045543,CUST00002911,2025-12-13,9022,9366,3.8129017956107294,No,1,0.888,Renewed,WhatsApp,Personal Accident,Online,Annual,1696654,9022,448,Low,1.0,54803.0,54803.0,54803.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-06-13,0.5010266940451745,28,Female,Married,Salaried,3449720,West Bengal,703,Medium,1,0
REN00018483,POL000086037,CUST00072233,2025-12-13,23817,24507,2.8970903136415167,No,5,0.92,Renewed,SMS,Whole Life,Direct,Half-Yearly,2769589,23817,426,Low,1.0,38111.0,38111.0,38111.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-07-29,0.3750855578370979,49,Male,Married,Self Employed,1248851,Tamil Nadu,732,Medium,1,0
REN00018680,POL000002218,CUST00077787,2025-12-13,17183,18275,6.355118431007391,No,1,0.888,Renewed,Call,Motor,Corporate Partner,Monthly,1378142,17183,387,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-02-02,6.861054072553046,30,Male,Married,Salaried,1219664,Kerala,665,Low,1,0
REN00001254,POL000016852,CUST00010492,2025-12-13,9049,9144,1.0498397612995911,No,4,0.912,Renewed,WhatsApp,Motor,Bancassurance,Annual,2400823,9049,473,Low,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,2021-04-26,4.632443531827516,41,Male,Married,Business Owner,447610,Karnataka,679,Low,1,0
REN00013059,POL000102834,CUST00067406,2025-12-13,13975,14990,7.262969588550984,Yes,2,0.816,Renewed,Email,Health,Corporate Partner,Annual,1119440,13975,445,Low,1.0,10125.0,10125.0,10125.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-03-17,2.7433264887063653,40,Other,Single,Salaried,1307598,Karnataka,801,Medium,1,0
REN00004938,POL000080810,CUST00080472,2025-12-13,10873,12484,14.816517980318219,No,8,0.8417,Renewed,Email,Term Life,Agent,Monthly,13886597,10873,440,Low,1.0,1525534.0,1525534.0,1525534.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-09-22,2.2258726899383983,28,Male,Married,Salaried,383097,Gujarat,696,Medium,1,0
REN00014396,POL000101355,CUST00043607,2025-12-13,10878,11682,7.391064533921677,No,7,0.936,Renewed,SMS,Term Life,Broker,Quarterly,8231529,10878,564,Medium,2.0,1786413.0,893206.5,1016571.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2026-08-09,-0.6543463381245722,50,Male,Married,Self Employed,766042,Delhi,732,High,1,0
REN00002963,POL000072040,CUST00087036,2025-12-13,4494,4566,1.602136181575434,No,8,0.944,Renewed,Call,Travel,Online,Quarterly,171899,4494,422,Low,2.0,66374.0,33187.0,45462.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,2025-12-21,-0.02190280629705681,42,Other,Married,Salaried,554631,Kerala,567,Low,1,0
REN00004124,POL000084079,CUST00038814,2025-12-13,21009,21645,3.027274025417678,No,8,0.944,Renewed,SMS,Motor,Broker,Quarterly,421528,21009,389,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-03-13,7.753593429158111,36,Other,Married,Professional,561410,Rajasthan,826,Low,1,0
REN00015273,POL000038617,CUST00049452,2025-12-13,2691,2972,10.442214790040877,No,4,0.8753,Renewed,Email,Travel,Broker,Monthly,227042,2691,285,Low,1.0,20652.0,20652.0,20652.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-10-24,3.137577002053388,18,Female,Married,Self Employed,1581550,Telangana,728,Low,1,0
REN00016174,POL000078082,CUST00039940,2025-12-13,22217,23889,7.5257685556105685,No,6,0.928,Renewed,Email,Health,Corporate Partner,Annual,992109,22217,401,Low,1.0,77166.0,77166.0,77166.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-11-09,6.094455852156058,39,Male,Single,Salaried,1223500,Telangana,595,Low,1,0
REN00012886,POL000050502,CUST00002088,2025-12-13,22497,24164,7.409876872471885,No,3,0.904,Renewed,Agent Visit,Motor,Broker,Annual,475499,22497,396,Low,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,2023-02-24,2.8008213552361396,39,Female,Married,Professional,280996,Telangana,727,Low,1,0
REN00003561,POL000097297,CUST00040531,2025-12-13,15496,16447,6.137067630356221,No,5,0.92,Renewed,Email,Home,Bancassurance,Quarterly,5853021,15496,530,Medium,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2025-04-21,0.6461327857631759,45,Female,Married,Self Employed,444299,Maharashtra,754,Low,1,0
REN00008302,POL000009398,CUST00048602,2025-12-13,21361,22364,4.6954730583774165,No,3,0.904,Renewed,WhatsApp,Home,Corporate Partner,Quarterly,1419461,21361,383,Low,1.0,122727.0,122727.0,122727.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-06-02,2.532511978097194,40,Female,Married,Self Employed,1233889,Tamil Nadu,645,High,1,0
REN00006343,POL000025135,CUST00011426,2025-12-13,25121,25934,3.23633613311572,No,1,0.888,Renewed,Call,Whole Life,Broker,Annual,1462099,25121,447,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-01-25,7.882272416153319,46,Other,Married,Salaried,674058,Rajasthan,736,Medium,1,0
REN00001530,POL000105388,CUST00097035,2025-12-13,34963,41333,18.219260360953008,No,1,0.7347,Renewed,Call,Commercial,Direct,Annual,5438503,34963,431,Low,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2022-08-29,3.2908966461327855,47,Male,Married,Salaried,1144598,Uttar Pradesh,791,Low,1,0
REN00017043,POL000110891,CUST00019450,2025-12-14,12652,14500,14.606386342080304,Yes,4,0.7329,Renewed,Call,Home,Bancassurance,Quarterly,980561,12652,475,Low,1.0,43542.0,43542.0,43542.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-03-19,5.738535249828884,41,Male,Widowed,Salaried,1457159,Gujarat,811,Low,1,0
REN00013233,POL000102457,CUST00042472,2025-12-14,48078,57414,19.4184450268314,No,8,0.7727,Renewed,WhatsApp,Term Life,Agent,Annual,5098866,48078,386,Low,1.0,409498.0,409498.0,409498.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-06-28,0.46269678302532513,39,Male,Widowed,Self Employed,1199043,Maharashtra,627,Medium,1,0
REN00010286,POL000103377,CUST00057361,2025-12-14,18145,18787,3.538164783686966,No,1,0.888,Cancelled,Agent Visit,Motor,Agent,Annual,366611,18145,524,Medium,2.0,63297.0,31648.5,46166.0,1.0,24.0,24.0,1.0,24.0,24.0,1.0,24.0,24.0,2022-10-06,3.189596167008898,69,Other,Married,Salaried,212838,Uttar Pradesh,820,Medium,0,1
REN00017584,POL000128007,CUST00062438,2025-12-14,3799,4211,10.844959199789418,No,4,0.8693,Renewed,Agent Visit,Personal Accident,Online,Annual,1384937,3799,331,Low,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,14.0,2021-08-02,4.3668720054757015,40,Other,Single,Government Employee,547741,Gujarat,685,High,1,0
REN00005523,POL000011328,CUST00082193,2025-12-14,16689,18382,10.144406495296304,No,5,0.8878,Renewed,Email,Term Life,Broker,Monthly,6781819,16689,334,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-07-06,2.4421629021218343,18,Male,Single,Professional,2370548,Delhi,595,High,1,0
REN00017528,POL000137545,CUST00014136,2025-12-14,19766,22139,12.005463927957098,No,6,0.8679,Renewed,Call,Term Life,Direct,Monthly,2537388,19766,428,Low,1.0,2018479.0,2018479.0,2018479.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-07-22,0.39698836413415467,18,Female,Single,Salaried,231728,Uttar Pradesh,650,Low,1,0
REN00018649,POL000027857,CUST00047363,2025-12-14,18733,19564,4.436021993273902,Yes,5,0.84,Renewed,Call,Term Life,Bancassurance,Monthly,2382269,18733,459,Low,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2021-06-15,4.498288843258043,40,Female,Married,Salaried,623657,Rajasthan,678,Low,1,0
REN00018767,POL000093973,CUST00048655,2025-12-14,13892,15168,9.185142528073712,No,5,0.9022,Renewed,Agent Visit,Motor,Online,Annual,785000,13892,346,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-07-03,6.450376454483231,27,Male,Married,Salaried,217397,Rajasthan,636,Medium,1,0
REN00002703,POL000095308,CUST00060565,2025-12-14,5845,6103,4.414029084687767,No,4,0.912,Renewed,SMS,Home,Broker,Annual,2374192,5845,428,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-03-04,1.7796030116358659,48,Male,Married,Self Employed,303702,Kerala,755,Low,1,0
REN00011214,POL000118137,CUST00092386,2025-12-14,12364,12634,2.1837593011970236,No,4,0.912,Lapsed,WhatsApp,Term Life,Agent,Quarterly,9407207,12364,402,Low,1.0,482711.0,482711.0,482711.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2022-11-12,3.0882956878850103,44,Female,Married,Professional,451260,Delhi,767,Medium,0,1
REN00003225,POL000071240,CUST00084707,2025-12-14,17524,20263,15.629993152248344,No,1,0.7735,Renewed,Call,Term Life,Corporate Partner,Annual,7795866,17524,403,Low,1.0,339207.0,339207.0,339207.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,12.0,12.0,2018-03-30,7.709787816563997,37,Male,Married,Self Employed,557090,Maharashtra,752,High,1,0
REN00004197,POL000038957,CUST00094354,2025-12-14,20902,22906,9.587599272796862,No,8,0.9202,Renewed,Call,Health,Corporate Partner,Annual,545603,20902,402,Low,1.0,13756.0,13756.0,13756.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-06-04,0.5284052019164955,49,Male,Married,Salaried,563101,West Bengal,833,Medium,1,0
REN00004148,POL000052088,CUST00018132,2025-12-14,19164,21323,11.265915257774994,Yes,6,0.799,Renewed,Agent Visit,Health,Corporate Partner,Annual,991777,19164,476,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-02-27,5.796030116358659,46,Female,Married,Salaried,917692,Kerala,803,Medium,1,0
REN00018549,POL000025186,CUST00057715,2025-12-14,5051,5563,10.13660661255197,No,4,0.8799,Renewed,Call,Personal Accident,Online,Half-Yearly,1966117,5051,396,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-08-14,0.33401779603011633,18,Male,Married,Salaried,1254199,Telangana,841,Medium,1,0
REN00009427,POL000007522,CUST00084954,2025-12-14,20640,21238,2.897286821705426,No,3,0.904,Renewed,SMS,Motor,Agent,Quarterly,721628,20640,287,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-08-14,0.33401779603011633,18,Other,Married,Retired,567528,Maharashtra,655,Medium,1,0
REN00005640,POL000063946,CUST00022316,2025-12-14,10887,12080,10.958023330577753,No,2,0.8516,Renewed,Call,Health,Broker,Annual,663623,10887,397,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-02-07,6.850102669404517,44,Female,Married,Salaried,426011,Gujarat,639,Low,1,0
REN00005200,POL000037179,CUST00069238,2025-12-14,67526,71226,5.479370908983206,No,3,0.904,Renewed,Email,Commercial,Direct,Monthly,2871660,67526,405,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-01-11,6.924024640657084,37,Other,Married,Salaried,779940,Gujarat,664,Medium,1,0
REN00007248,POL000137620,CUST00030643,2025-12-14,15601,15972,2.3780526889301967,Yes,2,0.816,Renewed,WhatsApp,Motor,Corporate Partner,Half-Yearly,447364,15601,384,Low,2.0,146282.0,73141.0,96151.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-08,3.351129363449692,38,Female,Married,Salaried,1372199,West Bengal,715,Medium,1,0
REN00004312,POL000102176,CUST00020257,2025-12-14,15509,17315,11.644851376620027,No,2,0.8413,Renewed,Agent Visit,Health,Online,Monthly,1448189,15509,331,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-10,3.345653661875428,20,Other,Married,Self Employed,257115,Karnataka,801,Medium,1,0
REN00019576,POL000050093,CUST00007880,2025-12-14,3624,3909,7.864238410596027,Yes,8,0.864,Lapsed,SMS,Travel,Online,Annual,299910,3624,402,Low,0.0,0.0,0.0,0.0,2.0,8.0,16.0,2.0,8.0,16.0,2.0,8.0,16.0,2024-09-12,1.2539356605065024,30,Male,Married,Professional,374908,Odisha,732,Low,0,1
REN00008814,POL000086094,CUST00001649,2025-12-14,14598,16021,9.74791067269489,No,4,0.8858,Renewed,Email,Term Life,Direct,Annual,6752570,14598,511,Medium,1.0,883977.0,883977.0,883977.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,12.0,12.0,2019-01-14,6.915811088295688,41,Male,Married,Retired,198924,Tamil Nadu,781,Low,1,0
REN00011992,POL000029652,CUST00027494,2025-12-14,13260,13998,5.5656108597285066,No,8,0.944,Renewed,Agent Visit,Health,Bancassurance,Annual,1232487,13260,373,Low,2.0,97403.0,48701.5,83515.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-11-08,2.099931553730322,31,Male,Married,Professional,443063,Odisha,791,Medium,1,0
REN00011326,POL000051626,CUST00007609,2025-12-14,15778,16680,5.7168208898466215,Yes,3,0.824,Renewed,SMS,Health,Broker,Annual,1177147,15778,482,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-12-05,6.026009582477755,39,Male,Married,Salaried,387222,Karnataka,682,Low,1,0
REN00000274,POL000059192,CUST00049959,2025-12-14,28580,30957,8.31700489853044,No,3,0.8992,Renewed,SMS,Health,Corporate Partner,Annual,956044,28580,462,Low,1.0,29243.0,29243.0,29243.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,2018-07-19,7.405886379192334,60,Male,Married,Salaried,760012,Karnataka,801,Medium,1,0
REN00005326,POL000060599,CUST00074323,2025-12-14,15893,16457,3.548732146227899,No,5,0.92,Renewed,WhatsApp,Health,Direct,Quarterly,653815,15893,368,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-05-14,0.5859000684462696,35,Male,Married,Business Owner,2991502,West Bengal,705,Low,1,0
REN00014927,POL000045638,CUST00009718,2025-12-14,27306,28764,5.339485827290705,No,7,0.936,Renewed,Agent Visit,Health,Broker,Annual,483112,27306,430,Low,1.0,89694.0,89694.0,89694.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-07-04,1.4455852156057496,21,Other,Married,Salaried,654654,West Bengal,727,Medium,1,0
REN00003525,POL000131985,CUST00004746,2025-12-14,5082,5153,1.3970877607241243,No,6,0.928,Renewed,SMS,Personal Accident,Online,Monthly,1114999,5082,520,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-05-10,6.598220396988364,21,Male,Married,Government Employee,573394,Rajasthan,612,High,1,0
REN00019995,POL000020411,CUST00000331,2025-12-14,23957,24050,0.38819551696790083,No,5,0.92,Renewed,Email,Term Life,Corporate Partner,Monthly,1719857,23957,378,Low,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,14.0,14.0,2025-09-01,0.28473648186173856,35,Female,Married,Salaried,1090995,Delhi,770,High,1,0
REN00008498,POL000146333,CUST00041792,2025-12-15,17439,19317,10.768966110442113,No,6,0.8865,Renewed,Agent Visit,Term Life,Broker,Monthly,4431450,17439,568,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-10-06,2.193018480492813,59,Male,Single,Salaried,1503423,West Bengal,684,Low,1,0
REN00017708,POL000045808,CUST00095191,2025-12-15,19133,20388,6.5593477238279405,No,8,0.944,Renewed,WhatsApp,Health,Corporate Partner,Annual,1158193,19133,306,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-10-25,0.13963039014373715,31,Male,Married,Government Employee,916302,Karnataka,676,Low,1,0
REN00001783,POL000025718,CUST00064716,2025-12-15,18931,20871,10.24774179916539,No,6,0.8942,Renewed,Call,Whole Life,Broker,Monthly,2205739,18931,508,Medium,1.0,222526.0,222526.0,222526.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-10-25,5.138945927446954,37,Female,Married,Salaried,754674,Odisha,735,High,1,0
REN00011434,POL000054021,CUST00007059,2025-12-15,21340,21079,-1.2230552952202438,No,4,0.912,Renewed,SMS,Term Life,Corporate Partner,Annual,5397840,21340,449,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-11-06,0.10677618069815195,24,Other,Married,Salaried,310938,Gujarat,826,High,1,0
REN00005695,POL000146939,CUST00035118,2025-12-15,9630,10017,4.018691588785047,Yes,1,0.808,Cancelled,WhatsApp,Home,Corporate Partner,Annual,3060550,9630,465,Low,1.0,292021.0,292021.0,292021.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2022-06-20,3.488021902806297,51,Female,Married,Government Employee,328559,Odisha,650,High,0,1
REN00018670,POL000052314,CUST00061110,2025-12-15,2874,3045,5.949895615866389,No,1,0.888,Renewed,SMS,Travel,Bancassurance,Annual,389226,2874,389,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-07-28,6.38466803559206,36,Female,Single,Salaried,278090,Kerala,756,Medium,1,0
REN00005915,POL000137759,CUST00091303,2025-12-15,42722,45075,5.50770095033004,No,5,0.92,Renewed,Agent Visit,Whole Life,Online,Annual,3481658,42722,470,Low,1.0,385318.0,385318.0,385318.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-06-27,5.467488021902806,42,Other,Married,Self Employed,1715125,Odisha,632,Low,1,0
REN00018213,POL000044244,CUST00071104,2025-12-15,16904,18812,11.287269285376242,No,2,0.8467,Renewed,Email,Health,Broker,Monthly,696913,16904,384,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2025-10-28,0.13141683778234087,41,Other,Married,Retired,2158808,Telangana,700,Low,1,0
REN00013671,POL000145164,CUST00022603,2025-12-15,19372,21421,10.577121618831303,No,5,0.8813,Renewed,Agent Visit,Health,Bancassurance,Annual,746341,19372,410,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018-04-19,7.657768651608487,33,Female,Single,Salaried,561916,Delhi,684,Low,1,0
REN00008763,POL000002811,CUST00073078,2025-12-15,16744,16941,1.176540850453894,No,8,0.944,Renewed,Call,Health,Corporate Partner,Monthly,319625,16744,319,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018-07-16,7.416837782340862,18,Other,Married,Government Employee,704014,Telangana,771,Low,1,0
REN00013994,POL000045714,CUST00027149,2025-12-15,56019,58999,5.319623699102091,Yes,1,0.808,Renewed,WhatsApp,Commercial,Bancassurance,Annual,4206455,56019,446,Low,1.0,121608.0,121608.0,121608.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2018-03-17,7.748117727583847,44,Other,Married,Salaried,495767,Tamil Nadu,638,Medium,1,0
REN00017203,POL000137818,CUST00085399,2025-12-15,2515,2558,1.7097415506958251,No,3,0.904,Renewed,WhatsApp,Personal Accident,Corporate Partner,Monthly,1034221,2515,464,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-02-12,1.839835728952772,69,Female,Single,Self Employed,485935,Gujarat,671,Low,1,0
REN00010863,POL000003845,CUST00005946,2025-12-15,12234,13644,11.52525747915645,No,1,0.8351,Renewed,Call,Health,Bancassurance,Quarterly,815867,12234,352,Low,2.0,260977.0,130488.5,218330.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-03-30,1.7111567419575633,23,Female,Married,Government Employee,1839208,Karnataka,823,Medium,1,0
REN00011294,POL000117067,CUST00093625,2025-12-15,10521,11471,9.029559927763522,No,1,0.8726,Renewed,Email,Health,Bancassurance,Annual,327069,10521,395,Low,1.0,16564.0,16564.0,16564.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2026-05-12,-0.405201916495551,29,Other,Single,Salaried,922807,West Bengal,761,Low,1,0
REN00003620,POL000085251,CUST00053646,2025-12-15,17335,20425,17.82520911450822,Yes,2,0.6686,Lapsed,SMS,Motor,Online,Quarterly,492951,17335,288,Low,0.0,0.0,0.0,0.0,1.0,16.0,16.0,1.0,16.0,16.0,1.0,16.0,16.0,2021-04-13,4.673511293634497,20,Male,Single,Salaried,919355,Kerala,746,Low,0,1
REN00011085,POL000080811,CUST00097734,2025-12-15,17735,18756,5.756977727657175,No,5,0.92,Renewed,WhatsApp,Motor,Corporate Partner,Monthly,1163216,17735,501,Medium,1.0,49744.0,49744.0,49744.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,2025-08-04,0.36413415468856947,71,Other,Single,Salaried,505666,Maharashtra,630,Low,1,0
REN00014559,POL000128563,CUST00083518,2025-12-15,10402,11050,6.229571236300711,Yes,4,0.832,Renewed,Agent Visit,Health,Direct,Quarterly,730978,10402,427,Low,1.0,150747.0,150747.0,150747.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-11-20,3.0691307323750854,37,Female,Married,Self Employed,948293,Kerala,667,Low,1,0
REN00018812,POL000119175,CUST00013138,2025-12-15,27470,28447,3.5566072078631232,Yes,7,0.856,Renewed,SMS,Health,Agent,Annual,682804,27470,578,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2026-05-14,-0.4106776180698152,32,Other,Single,Self Employed,239499,Rajasthan,829,Low,1,0
REN00003183,POL000079419,CUST00087061,2025-12-15,20661,24225,17.249891099172356,No,2,0.7572,Lapsed,Call,Term Life,Agent,Annual,3382743,20661,469,Low,1.0,493385.0,493385.0,493385.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-05-30,3.5455167693360714,48,Female,Married,Professional,812240,Tamil Nadu,711,Medium,0,1
REN00003655,POL000006253,CUST00053673,2025-12-15,14267,15195,6.504520922408355,No,1,0.888,Renewed,SMS,Term Life,Broker,Monthly,3864181,14267,358,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-01-02,6.951403148528406,37,Male,Married,Self Employed,857012,Delhi,649,Medium,1,0
REN00017828,POL000122702,CUST00028599,2025-12-15,33084,37504,13.359932293555799,No,1,0.8076,Renewed,WhatsApp,Whole Life,Broker,Quarterly,1598787,33084,468,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2023-10-28,2.132785763175907,22,Male,Married,Salaried,418503,Telangana,669,Low,1,0
REN00016727,POL000133159,CUST00064051,2025-12-15,5830,5790,-0.6861063464837049,No,1,0.888,Renewed,SMS,Personal Accident,Agent,Half-Yearly,752385,5830,512,Medium,1.0,91828.0,91828.0,91828.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-07-28,6.38466803559206,61,Male,Widowed,Self Employed,653145,Kerala,758,Low,1,0
REN00007503,POL000100062,CUST00019376,2025-12-15,11109,12570,13.151498784769105,No,1,0.8106,Renewed,Agent Visit,Term Life,Corporate Partner,Monthly,6272111,11109,394,Low,1.0,2067168.0,2067168.0,2067168.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2023-09-03,2.2833675564681726,44,Other,Single,Professional,343687,Karnataka,547,Low,1,0
REN00005203,POL000123274,CUST00027852,2025-12-15,16456,17530,6.526494895478853,Yes,4,0.832,Renewed,Agent Visit,Term Life,Corporate Partner,Half-Yearly,3239535,16456,410,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-07-22,2.401095140314853,50,Other,Married,Self Employed,849492,Rajasthan,811,Low,1,0
REN00004743,POL000047323,CUST00086501,2025-12-15,15414,15531,0.759050214091086,Yes,4,0.832,Renewed,Email,Health,Broker,Annual,1059942,15414,494,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-12-28,-0.03559206023271732,47,Female,Married,Salaried,716717,Maharashtra,647,Low,1,0
REN00001840,POL000068857,CUST00050923,2025-12-15,12795,13072,2.1649081672528334,Yes,5,0.84,Renewed,Agent Visit,Home,Bancassurance,Annual,3156166,12795,358,Low,1.0,403513.0,403513.0,403513.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2021-01-16,4.91170431211499,43,Female,Widowed,Self Employed,359428,Karnataka,787,Low,1,0
REN00019301,POL000018610,CUST00088552,2025-12-15,8141,9339,14.715636899643778,No,1,0.7872,Renewed,SMS,Term Life,Corporate Partner,Annual,4477065,8141,350,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024-04-18,1.6591375770020533,18,Other,Divorced,Self Employed,302403,Gujarat,684,Low,1,0
REN00005528,POL000087044,CUST00049686,2025-12-15,15855,16579,4.56638284452854,No,7,0.936,Lapsed,WhatsApp,Motor,Corporate Partner,Monthly,567452,15855,363,Low,0.0,0.0,0.0,0.0,2.0,3.5,6.0,2.0,3.5,6.0,2.0,3.5,6.0,2018-03-04,7.783709787816564,23,Male,Single,Government Employee,263974,Maharashtra,661,Low,0,1
REN00018319,POL000094361,CUST00012843,2025-12-15,43971,47000,6.888631143253508,Yes,8,0.864,Renewed,SMS,Motor,Direct,Quarterly,358486,43971,355,Low,1.0,22361.0,22361.0,22361.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-31,3.2908966461327855,40,Other,Single,Retired,572244,Delhi,692,Medium,1,0
