PREMIUM_TXN_ID,POLICY_ID,CUSTOMER_ID,DUE_DATE,PAID_DATE,PREMIUM_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,PAYMENT_DELAY_DAYS,CHANNEL_COST
PRM000060188,POL000002121,CUST00042373,2025-04-28,2025-04-28,24583,Paid,Cheque,0,1065.34
PRM000060189,POL000057758,CUST00033033,2025-11-29,,1965,Failed,Debit Card,,29.67
PRM000060190,POL000142975,CUST00086047,2025-12-06,2025-12-06,12536,Paid,Credit Card,0,515.5
PRM000060191,POL000050512,CUST00001631,2025-01-07,2025-01-07,5862,Paid,Net Banking,0,261.75
PRM000060192,POL000038289,CUST00096396,2025-01-28,2025-02-11,17029,Paid,Credit Card,14,212.48
PRM000060193,POL000147726,CUST00052966,2026-01-15,2026-02-03,4605,Paid,UPI,19,61.96
PRM000060194,POL000148509,CUST00011780,2025-06-16,2025-06-16,20307,Paid,Credit Card,0,478.38
PRM000060195,POL000006627,CUST00092213,2025-11-03,2025-11-03,1034,Paid,UPI,0,21.5
PRM000060196,POL000034015,CUST00091153,2025-10-12,2025-10-28,50934,Paid,UPI,16,2147.45
PRM000060197,POL000069268,CUST00080476,2025-12-01,2025-12-01,1771,Paid,Cheque,0,42.37
PRM000060198,POL000125122,CUST00023584,2026-03-23,2026-03-28,5753,Paid,Debit Card,5,193.46
PRM000060199,POL000038125,CUST00042122,2026-08-25,2026-08-25,3847,Paid,UPI,0,138.17
PRM000060200,POL000028859,CUST00041976,2025-02-10,2025-02-10,8792,Paid,Auto Debit,0,101.07
PRM000060201,POL000113008,CUST00043180,2026-05-31,2026-05-31,1077,Paid,Debit Card,0,52.88
PRM000060202,POL000117240,CUST00060123,2025-03-24,2025-04-12,15591,Paid,Auto Debit,19,490.32
PRM000060203,POL000023367,CUST00012978,2026-07-29,2026-08-14,791,Paid,Net Banking,16,12.57
PRM000060204,POL000129628,CUST00053947,2026-03-12,2026-03-22,976,Paid,UPI,10,27.25
PRM000060205,POL000084903,CUST00091218,2025-10-07,2025-10-07,14019,Paid,Debit Card,0,532.42
PRM000060206,POL000008868,CUST00088910,2025-11-22,2025-12-09,18159,Paid,Net Banking,17,758.81
PRM000060207,POL000030189,CUST00042533,2026-08-15,2026-09-04,10685,Paid,Net Banking,20,199.87
PRM000060208,POL000034004,CUST00041199,2025-12-17,2025-12-25,5431,Paid,Cheque,8,229.3
PRM000060209,POL000128810,CUST00010674,2026-01-26,2026-02-01,9891,Paid,Auto Debit,6,454.5
PRM000060210,POL000006843,CUST00002912,2026-06-12,2026-06-27,16254,Paid,UPI,15,186.18
PRM000060211,POL000092333,CUST00079264,2026-08-25,2026-09-04,1047,Paid,Debit Card,10,50.76
PRM000060212,POL000145948,CUST00041513,2026-08-19,2026-09-05,1813,Paid,Credit Card,17,84.37
PRM000060213,POL000071790,CUST00096717,2025-12-17,2025-12-17,2336,Paid,Cheque,0,86.11
PRM000060214,POL000030354,CUST00016073,2026-05-02,2026-05-10,4868,Paid,Cheque,8,165.14
PRM000060215,POL000045303,CUST00021354,2025-10-10,2025-10-19,1028,Paid,Net Banking,9,23.51
PRM000060216,POL000104198,CUST00079637,2025-12-05,2025-12-05,5260,Paid,UPI,0,225.37
PRM000060217,POL000028399,CUST00083204,2025-01-20,2025-01-25,1153,Paid,Debit Card,5,36.42
PRM000060218,POL000142014,CUST00068252,2026-03-14,2026-03-20,368,Paid,Credit Card,6,5.69
PRM000060219,POL000112905,CUST00011855,2026-02-19,2026-03-03,13181,Paid,Cheque,12,513.38
PRM000060220,POL000068569,CUST00031318,2026-02-20,,1664,Failed,Auto Debit,,20.4
PRM000060221,POL000102501,CUST00073904,2026-06-05,2026-06-05,38693,Paid,Cheque,0,1149.59
PRM000060222,POL000060519,CUST00056022,2025-08-10,2025-08-10,5579,Paid,Debit Card,0,256.63
PRM000060223,POL000070026,CUST00002793,2026-03-30,2026-04-05,689,Paid,Auto Debit,6,9.22
PRM000060224,POL000142311,CUST00010486,2026-04-11,2026-04-17,15653,Paid,Debit Card,6,193.4
PRM000060225,POL000040221,CUST00027261,2026-01-16,2026-01-16,1797,Paid,Net Banking,0,65.14
PRM000060226,POL000084416,CUST00045916,2025-01-31,2025-01-31,1421,Paid,Debit Card,0,51.77
PRM000060227,POL000056486,CUST00079658,2025-03-25,2025-04-14,17393,Paid,UPI,20,189.98
PRM000060228,POL000119886,CUST00098369,2026-03-19,2026-03-19,28316,Paid,Auto Debit,0,1326.75
PRM000060229,POL000027155,CUST00020342,2026-03-05,2026-03-18,44881,Paid,UPI,13,1199.57
PRM000060230,POL000043702,CUST00038639,2026-01-15,2026-02-07,13482,Paid,Auto Debit,23,410.23
PRM000060231,POL000057654,CUST00074724,2026-08-27,2026-08-27,44080,Paid,Debit Card,0,1536.15
PRM000060232,POL000063372,CUST00084551,2025-09-26,2025-10-12,2698,Paid,Auto Debit,16,56.67
PRM000060233,POL000026352,CUST00007995,2026-03-26,2026-04-02,26675,Paid,Cheque,7,1059.02
PRM000060234,POL000103868,CUST00048715,2025-07-19,2025-07-21,26510,Paid,Credit Card,2,520.1
PRM000060235,POL000102029,CUST00061728,2025-08-24,2025-08-24,2761,Paid,Debit Card,0,89.59
PRM000060236,POL000119676,CUST00084313,2026-01-09,2026-01-20,13860,Paid,Credit Card,11,243.48
PRM000060237,POL000147617,CUST00067332,2026-06-26,,19340,Overdue,Debit Card,,577.2
PRM000060238,POL000111711,CUST00059065,2025-08-13,2025-08-17,404,Paid,Credit Card,4,9.4
PRM000060239,POL000116228,CUST00075275,2026-04-26,2026-05-19,1443,Paid,Debit Card,23,43.44
PRM000060240,POL000012998,CUST00090833,2025-11-28,2025-12-07,1544,Paid,Credit Card,9,37.32
PRM000060241,POL000149708,CUST00078026,2026-08-19,2026-08-19,17874,Paid,Auto Debit,0,384.7
PRM000060242,POL000084715,CUST00047346,2025-01-22,2025-02-17,1220,Paid,Auto Debit,26,51.79
PRM000060243,POL000000077,CUST00092517,2026-04-23,2026-04-28,20081,Paid,Auto Debit,5,406.15
PRM000060244,POL000062982,CUST00083111,2025-08-02,2025-08-02,5733,Paid,Auto Debit,0,119.81
PRM000060245,POL000038174,CUST00002011,2026-03-28,2026-03-28,2793,Paid,UPI,0,81.16
PRM000060246,POL000094745,CUST00056503,2025-04-07,2025-04-13,1770,Paid,UPI,6,75.67
PRM000060247,POL000039404,CUST00076772,2025-03-06,2025-03-23,15250,Paid,UPI,17,680.34
PRM000060248,POL000017716,CUST00050367,2026-07-07,2026-07-07,1802,Paid,Net Banking,0,29.87
PRM000060249,POL000115371,CUST00047177,2025-06-17,,3010,Pending,Cheque,,97.0
PRM000060250,POL000096543,CUST00077782,2025-10-30,2025-11-11,2361,Paid,Debit Card,12,64.26
PRM000060251,POL000135741,CUST00029381,2025-03-10,2025-03-27,2769,Paid,Auto Debit,17,136.17
PRM000060252,POL000082001,CUST00038334,2026-06-06,2026-06-06,11604,Paid,Cheque,0,533.59
PRM000060253,POL000020014,CUST00032158,2025-08-31,2025-09-03,1427,Paid,Debit Card,3,40.46
PRM000060254,POL000056162,CUST00093199,2026-04-03,2026-04-03,8610,Paid,Net Banking,0,297.58
PRM000060255,POL000085135,CUST00080525,2026-06-01,2026-06-14,5085,Paid,Net Banking,13,244.19
PRM000060256,POL000058130,CUST00057860,2026-02-28,2026-02-28,1466,Paid,Credit Card,0,67.17
PRM000060257,POL000095136,CUST00093732,2025-03-09,,16541,Overdue,Debit Card,,678.73
PRM000060258,POL000071139,CUST00078696,2026-03-29,2026-03-29,3278,Paid,Debit Card,0,118.33
PRM000060259,POL000105947,CUST00088845,2026-04-18,2026-04-18,1192,Paid,Net Banking,0,28.95
PRM000060260,POL000067668,CUST00094648,2025-02-12,2025-02-23,10483,Paid,Debit Card,11,272.43
PRM000060261,POL000112300,CUST00047503,2025-01-06,2025-01-06,3566,Paid,Auto Debit,0,115.59
PRM000060262,POL000088796,CUST00032594,2026-07-29,2026-07-29,67815,Paid,Auto Debit,0,1614.32
PRM000060263,POL000097536,CUST00071973,2025-08-03,2025-08-09,1140,Paid,Debit Card,6,21.0
PRM000060264,POL000106869,CUST00001789,2025-01-04,2025-01-04,14304,Paid,UPI,0,602.46
PRM000060265,POL000063165,CUST00073727,2026-03-13,2026-03-16,7478,Paid,Credit Card,3,174.46
PRM000060266,POL000012184,CUST00096499,2026-05-08,2026-05-26,8516,Paid,UPI,18,359.26
PRM000060267,POL000067775,CUST00012786,2025-09-09,2025-09-26,11986,Paid,Debit Card,17,206.11
PRM000060268,POL000015543,CUST00055157,2025-04-25,2025-05-08,1760,Paid,UPI,13,18.14
PRM000060269,POL000123624,CUST00033214,2026-01-18,2026-02-24,7868,Paid,UPI,37,146.06
PRM000060270,POL000146666,CUST00056303,2026-08-29,2026-09-04,10412,Paid,Cheque,6,389.81
PRM000060271,POL000139795,CUST00005116,2026-03-23,2026-04-05,3697,Paid,UPI,13,49.69
PRM000060272,POL000068602,CUST00059761,2025-10-08,2025-10-18,11990,Paid,Cheque,10,455.34
PRM000060273,POL000140546,CUST00037047,2025-04-06,2025-04-23,43188,Paid,Cheque,17,1070.45
PRM000060274,POL000124643,CUST00073648,2025-02-21,2025-03-04,12917,Paid,Cheque,11,140.9
PRM000060275,POL000039235,CUST00026854,2025-04-04,2025-04-10,10269,Paid,Cheque,6,156.53
PRM000060276,POL000137341,CUST00066925,2025-09-09,2025-10-01,6289,Paid,Cheque,22,260.64
PRM000060277,POL000063978,CUST00095399,2025-08-13,2025-08-17,1190,Paid,Auto Debit,4,52.17
PRM000060278,POL000011278,CUST00013341,2025-11-05,2025-11-14,6283,Paid,Net Banking,9,202.84
PRM000060279,POL000027342,CUST00031371,2025-10-28,2025-11-25,30606,Paid,Net Banking,28,506.83
PRM000060280,POL000016249,CUST00017651,2026-04-22,2026-05-06,7396,Paid,UPI,14,80.21
PRM000060281,POL000073298,CUST00034968,2025-01-23,2025-01-23,4251,Paid,Cheque,0,57.99
PRM000060282,POL000112146,CUST00034413,2026-03-10,2026-03-25,33446,Paid,Net Banking,15,366.96
PRM000060283,POL000120697,CUST00047968,2025-08-07,,17739,Overdue,UPI,,533.28
PRM000060284,POL000024244,CUST00072460,2025-11-12,2025-11-13,1787,Paid,Net Banking,1,61.75
PRM000060285,POL000027507,CUST00056258,2026-01-22,2026-01-29,1443,Paid,Auto Debit,7,52.67
PRM000060286,POL000100619,CUST00096696,2025-06-14,2025-06-18,22793,Paid,Credit Card,4,821.52
PRM000060287,POL000120027,CUST00057908,2026-03-12,2026-03-12,25889,Paid,Net Banking,0,1220.58
PRM000060288,POL000026860,CUST00030633,2026-01-10,2026-01-10,41795,Paid,Debit Card,0,1809.38
PRM000060289,POL000099905,CUST00010932,2025-05-05,2025-05-05,2134,Paid,Net Banking,0,81.71
PRM000060290,POL000043242,CUST00080604,2026-01-10,2026-01-13,1982,Paid,Net Banking,3,85.07
PRM000060291,POL000076980,CUST00035419,2025-09-28,2025-09-28,1004,Paid,Cheque,0,11.69
PRM000060292,POL000143948,CUST00040267,2025-06-08,2025-06-18,1615,Paid,Cheque,10,53.79
PRM000060293,POL000052666,CUST00047769,2025-11-17,2025-11-19,3092,Paid,UPI,2,141.44
PRM000060294,POL000057979,CUST00027821,2026-07-09,2026-07-09,12967,Paid,Auto Debit,0,598.26
PRM000060295,POL000094410,CUST00063530,2026-02-13,2026-02-16,23346,Paid,Cheque,3,340.09
PRM000060296,POL000083318,CUST00055354,2025-08-31,2025-08-31,4635,Paid,Debit Card,0,140.56
PRM000060297,POL000029010,CUST00043711,2025-09-12,2025-09-14,1253,Paid,Cheque,2,34.65
PRM000060298,POL000085980,CUST00015041,2025-03-27,2025-04-14,1198,Paid,Debit Card,18,28.5
PRM000060299,POL000098501,CUST00002805,2026-07-17,2026-07-19,45429,Paid,Debit Card,2,901.35
PRM000060300,POL000062802,CUST00021122,2025-04-24,,1637,Pending,Debit Card,,23.88
PRM000060301,POL000040072,CUST00082866,2025-04-08,2025-04-21,1214,Paid,Net Banking,13,25.87
PRM000060302,POL000065648,CUST00029991,2025-10-27,2025-10-27,73054,Paid,Auto Debit,0,3111.56
PRM000060303,POL000050298,CUST00032525,2026-08-16,2026-09-07,1315,Paid,Debit Card,22,25.33
PRM000060304,POL000054976,CUST00091247,2025-09-11,2025-09-11,11027,Paid,Auto Debit,0,450.57
PRM000060305,POL000141145,CUST00078589,2026-08-31,2026-09-11,1485,Paid,Auto Debit,11,26.04
PRM000060306,POL000134741,CUST00001750,2025-03-22,2025-03-22,753,Paid,UPI,0,15.48
PRM000060307,POL000017655,CUST00015122,2025-07-23,2025-08-05,1550,Paid,Credit Card,13,38.09
PRM000060308,POL000121575,CUST00047232,2025-09-13,2025-09-27,1406,Paid,Auto Debit,14,16.34
PRM000060309,POL000085436,CUST00006049,2025-01-30,2025-02-20,6524,Paid,Cheque,21,156.06
PRM000060310,POL000120494,CUST00045585,2025-05-18,2025-06-03,5399,Paid,Credit Card,16,137.71
PRM000060311,POL000137204,CUST00021317,2026-03-25,2026-03-25,18063,Paid,Debit Card,0,520.54
PRM000060312,POL000125492,CUST00065755,2026-03-01,2026-03-01,44143,Paid,Auto Debit,0,1247.11
PRM000060313,POL000089201,CUST00004699,2026-03-09,,1023,Overdue,Cheque,,50.36
PRM000060314,POL000100104,CUST00054759,2026-03-26,2026-03-30,12818,Paid,Cheque,4,350.66
PRM000060315,POL000002060,CUST00036105,2025-07-18,2025-08-04,12279,Paid,Cheque,17,168.44
PRM000060316,POL000142407,CUST00011281,2026-07-23,2026-08-01,13043,Paid,UPI,9,160.91
PRM000060317,POL000039954,CUST00081485,2025-04-22,2025-04-22,15835,Paid,Auto Debit,0,350.16
PRM000060318,POL000069082,CUST00043241,2026-07-09,2026-07-19,991,Paid,Auto Debit,10,35.78
PRM000060319,POL000062681,CUST00054609,2026-01-27,2026-02-14,19017,Paid,Cheque,18,837.11
PRM000060320,POL000136536,CUST00036851,2026-07-13,2026-07-13,3069,Paid,Debit Card,0,45.87
PRM000060321,POL000114516,CUST00027733,2025-07-11,2025-07-11,48441,Paid,Debit Card,0,1706.7
PRM000060322,POL000073429,CUST00035350,2025-11-19,2025-11-19,5350,Paid,Debit Card,0,162.41
PRM000060323,POL000132023,CUST00051613,2026-05-16,2026-05-19,1050,Paid,Net Banking,3,21.58
PRM000060324,POL000121044,CUST00007215,2026-04-04,2026-04-04,13333,Paid,Cheque,0,398.62
PRM000060325,POL000111352,CUST00058560,2025-03-10,2025-03-12,2194,Paid,Credit Card,2,29.1
PRM000060326,POL000024983,CUST00072009,2025-01-19,2025-02-02,24671,Paid,Cheque,14,442.32
PRM000060327,POL000113658,CUST00062242,2025-05-24,,4293,Overdue,Debit Card,,205.16
PRM000060328,POL000023731,CUST00078839,2025-06-17,2025-06-28,7827,Paid,Credit Card,11,279.03
PRM000060329,POL000100134,CUST00025797,2026-05-18,2026-05-18,12982,Paid,Debit Card,0,307.85
PRM000060330,POL000136806,CUST00074121,2025-06-14,2025-06-27,1990,Paid,Auto Debit,13,41.03
PRM000060331,POL000101396,CUST00036196,2025-02-13,2025-02-17,2405,Paid,Debit Card,4,54.81
PRM000060332,POL000121132,CUST00093835,2025-09-06,2025-09-23,1407,Paid,Credit Card,17,59.7
PRM000060333,POL000133457,CUST00071183,2025-06-03,2025-06-03,1482,Paid,UPI,0,19.13
PRM000060334,POL000070441,CUST00006265,2025-05-02,2025-05-17,12682,Paid,Credit Card,15,481.57
PRM000060335,POL000106287,CUST00090242,2025-12-23,2025-12-25,20491,Paid,UPI,2,291.12
PRM000060336,POL000052453,CUST00014404,2025-04-28,2025-05-03,15578,Paid,UPI,5,418.21
PRM000060337,POL000115112,CUST00065564,2026-07-06,2026-07-22,2098,Paid,Auto Debit,16,65.97
PRM000060338,POL000115819,CUST00043683,2025-09-13,2025-09-13,4007,Paid,Debit Card,0,177.43
PRM000060339,POL000142247,CUST00011502,2025-06-03,2025-06-23,46170,Paid,UPI,20,2047.19
PRM000060340,POL000044998,CUST00003797,2025-06-04,,728,Overdue,Debit Card,,30.63
PRM000060341,POL000108758,CUST00040714,2026-06-01,2026-06-01,1243,Paid,Auto Debit,0,55.05
PRM000060342,POL000063674,CUST00041865,2025-06-13,2025-06-24,9702,Paid,Credit Card,11,305.2
PRM000060343,POL000022127,CUST00056348,2026-05-14,2026-05-14,369,Paid,Auto Debit,0,16.08
PRM000060344,POL000032913,CUST00008678,2025-01-19,2025-02-11,31015,Paid,Credit Card,23,652.32
PRM000060345,POL000030001,CUST00030723,2026-06-24,2026-06-29,861,Paid,Cheque,5,21.63
PRM000060346,POL000073590,CUST00019273,2026-06-26,2026-06-26,1097,Paid,Cheque,0,43.2
PRM000060347,POL000097839,CUST00078242,2026-05-17,2026-05-30,24075,Paid,UPI,13,404.01
PRM000060348,POL000133671,CUST00035482,2025-09-03,2025-09-16,9278,Paid,UPI,13,308.46
PRM000060349,POL000072737,CUST00011410,2025-12-15,2025-12-15,11862,Paid,Cheque,0,577.07
PRM000060350,POL000065266,CUST00038959,2026-05-27,2026-06-09,7314,Paid,Net Banking,13,290.64
PRM000060351,POL000088254,CUST00028152,2025-03-14,2025-03-14,1416,Paid,Auto Debit,0,46.0
PRM000060352,POL000044294,CUST00031069,2025-02-22,2025-02-22,329,Paid,Auto Debit,0,8.1
PRM000060353,POL000025147,CUST00010791,2025-12-17,2025-12-23,10748,Paid,Debit Card,6,259.03
PRM000060354,POL000107563,CUST00044927,2025-11-20,2025-11-25,1699,Paid,Auto Debit,5,62.11
PRM000060355,POL000013525,CUST00076778,2026-01-24,,11450,Failed,Credit Card,,396.73
PRM000060356,POL000051290,CUST00070817,2025-09-10,2025-09-21,1546,Paid,Credit Card,11,31.3
PRM000060357,POL000112767,CUST00095905,2025-04-29,2025-04-29,2592,Paid,Net Banking,0,115.77
PRM000060358,POL000100097,CUST00026171,2026-02-04,2026-02-04,3483,Paid,Credit Card,0,35.77
PRM000060359,POL000136613,CUST00040537,2026-08-15,2026-09-01,9085,Paid,Credit Card,17,198.8
PRM000060360,POL000056568,CUST00014743,2025-06-11,2025-06-29,2263,Paid,Auto Debit,18,80.47
PRM000060361,POL000000404,CUST00091466,2026-06-18,2026-06-22,1631,Paid,UPI,4,26.22
PRM000060362,POL000125639,CUST00059656,2025-05-01,2025-05-18,27979,Paid,Debit Card,17,469.2
PRM000060363,POL000022262,CUST00065616,2025-12-27,2026-01-11,615,Paid,Credit Card,15,13.3
PRM000060364,POL000147003,CUST00068849,2026-08-23,2026-08-23,994,Paid,Auto Debit,0,32.83
PRM000060365,POL000141972,CUST00038388,2026-05-12,2026-05-15,10998,Paid,UPI,3,492.66
PRM000060366,POL000041332,CUST00071742,2026-02-13,2026-02-13,13249,Paid,Net Banking,0,622.44
PRM000060367,POL000088199,CUST00092853,2025-06-16,2025-06-25,15534,Paid,Credit Card,9,501.75
PRM000060368,POL000109679,CUST00057923,2025-11-26,2025-12-02,931,Paid,Auto Debit,6,40.31
PRM000060369,POL000104074,CUST00058868,2025-04-27,2025-04-27,2124,Paid,Net Banking,0,103.89
PRM000060370,POL000062574,CUST00076324,2026-06-28,2026-06-28,1402,Paid,UPI,0,33.97
PRM000060371,POL000100900,CUST00040237,2025-01-15,2025-01-15,13458,Paid,Net Banking,0,484.54
PRM000060372,POL000007373,CUST00008465,2025-07-22,2025-07-31,16325,Paid,Net Banking,9,515.09
PRM000060373,POL000108876,CUST00048786,2025-11-07,2025-11-07,10906,Paid,UPI,0,413.57
PRM000060374,POL000139599,CUST00033713,2025-09-04,2025-09-12,12872,Paid,UPI,8,383.48
PRM000060375,POL000116401,CUST00012575,2025-11-17,2025-11-17,3535,Paid,Debit Card,0,120.1
PRM000060376,POL000033306,CUST00071197,2025-10-25,2025-11-02,59239,Paid,Net Banking,8,2846.88
PRM000060377,POL000088677,CUST00077314,2026-06-06,2026-06-06,3148,Paid,Cheque,0,94.8
PRM000060378,POL000097458,CUST00090691,2025-01-25,2025-01-26,1917,Paid,Net Banking,1,67.32
PRM000060379,POL000117107,CUST00031546,2025-04-17,2025-04-17,18139,Paid,Cheque,0,581.07
PRM000060380,POL000104082,CUST00058063,2025-02-27,2025-02-27,34800,Paid,Net Banking,0,1415.45
PRM000060381,POL000105932,CUST00082771,2026-02-28,2026-03-01,279,Paid,Credit Card,1,8.17
PRM000060382,POL000058657,CUST00056282,2026-01-31,2026-02-13,997,Paid,Credit Card,13,48.72
PRM000060383,POL000042698,CUST00051218,2025-02-02,2025-02-02,17120,Paid,Auto Debit,0,709.51
PRM000060384,POL000101553,CUST00056641,2025-06-14,2025-06-14,4160,Paid,UPI,0,187.56
PRM000060385,POL000052656,CUST00038761,2026-07-16,,62498,Failed,UPI,,1966.63
PRM000060386,POL000138224,CUST00008443,2025-05-28,2025-06-17,10603,Paid,Credit Card,20,390.02
PRM000060387,POL000053041,CUST00020563,2025-06-16,2025-06-16,24638,Paid,Net Banking,0,748.44
PRM000060388,POL000118127,CUST00057425,2026-04-30,2026-04-30,1705,Paid,Auto Debit,0,26.64
PRM000060389,POL000011601,CUST00011175,2025-02-16,2025-02-19,1770,Paid,Net Banking,3,47.92
PRM000060390,POL000101562,CUST00036003,2026-01-10,2026-01-10,19771,Paid,Credit Card,0,503.45
PRM000060391,POL000021214,CUST00058676,2026-08-15,2026-08-15,1091,Paid,UPI,0,36.5
PRM000060392,POL000098876,CUST00056112,2025-07-16,2025-07-29,13268,Paid,Net Banking,13,409.28
PRM000060393,POL000006246,CUST00046975,2025-01-02,2025-01-17,9792,Paid,UPI,15,485.4
PRM000060394,POL000037368,CUST00021626,2025-03-23,2025-04-13,688,Paid,Debit Card,21,8.62
PRM000060395,POL000066384,CUST00029596,2025-06-18,2025-06-29,17911,Paid,Auto Debit,11,569.32
PRM000060396,POL000110191,CUST00062900,2025-04-06,2025-04-06,4136,Paid,Debit Card,0,43.97
PRM000060397,POL000117728,CUST00042726,2025-06-20,2025-06-26,18201,Paid,Auto Debit,6,283.6
PRM000060398,POL000116133,CUST00028821,2026-02-03,2026-02-03,37799,Paid,Auto Debit,0,1269.12
PRM000060399,POL000023416,CUST00072834,2026-08-02,2026-08-19,16414,Paid,UPI,17,340.24
PRM000060400,POL000122377,CUST00026387,2025-08-22,2025-09-03,5189,Paid,Net Banking,12,200.6
PRM000060401,POL000091124,CUST00068806,2026-04-17,2026-04-17,17306,Paid,UPI,0,441.09
PRM000060402,POL000059934,CUST00005306,2025-06-18,2025-06-18,14120,Paid,Auto Debit,0,168.5
PRM000060403,POL000005544,CUST00038688,2025-04-20,2025-05-10,1037,Paid,Net Banking,20,38.27
PRM000060404,POL000018449,CUST00063977,2025-08-18,2025-08-18,5027,Paid,UPI,0,89.2
PRM000060405,POL000106342,CUST00078212,2026-01-01,2026-01-07,2155,Paid,UPI,6,39.66
PRM000060406,POL000075400,CUST00020371,2026-04-29,2026-04-30,2455,Paid,UPI,1,82.53
PRM000060407,POL000003533,CUST00038768,2026-02-18,2026-02-23,1994,Paid,Net Banking,5,41.61
PRM000060408,POL000130932,CUST00015437,2025-11-02,2025-11-24,10364,Paid,Credit Card,22,134.94
PRM000060409,POL000117775,CUST00025102,2026-02-16,2026-02-24,13488,Paid,UPI,8,414.42
PRM000060410,POL000146993,CUST00003850,2026-08-07,2026-08-07,9693,Paid,Cheque,0,116.79
PRM000060411,POL000121187,CUST00032291,2025-12-06,2025-12-18,1216,Paid,Auto Debit,12,18.28
PRM000060412,POL000020813,CUST00015381,2025-10-30,2025-10-31,4898,Paid,Auto Debit,1,149.45
PRM000060413,POL000097141,CUST00001121,2025-02-16,2025-03-02,1471,Paid,UPI,14,19.01
PRM000060414,POL000057990,CUST00088232,2025-10-22,2025-10-22,23246,Paid,Cheque,0,1050.79
PRM000060415,POL000013316,CUST00051885,2025-03-25,2025-04-03,2830,Paid,Debit Card,9,83.68
PRM000060416,POL000031574,CUST00095797,2026-06-09,2026-06-09,19427,Paid,Net Banking,0,820.28
PRM000060417,POL000011939,CUST00099546,2025-08-05,2025-08-18,66169,Paid,Debit Card,13,699.91
PRM000060418,POL000088127,CUST00089317,2025-06-07,2025-06-10,4563,Paid,Cheque,3,88.93
PRM000060419,POL000120470,CUST00080543,2025-06-06,2025-06-09,8192,Paid,Credit Card,3,122.58
PRM000060420,POL000108187,CUST00069544,2025-12-20,2026-01-03,28547,Paid,Net Banking,14,761.01
PRM000060421,POL000118133,CUST00094954,2025-10-03,2025-10-31,804,Paid,Net Banking,28,17.99
PRM000060422,POL000001148,CUST00042281,2026-03-29,,1022,Overdue,Cheque,,20.45
PRM000060423,POL000071347,CUST00056272,2025-08-03,2025-08-03,8355,Paid,UPI,0,359.0
PRM000060424,POL000033633,CUST00068797,2025-02-21,2025-03-03,26448,Paid,Debit Card,10,453.63
PRM000060425,POL000087251,CUST00058015,2026-03-07,,20134,Overdue,Debit Card,,707.77
PRM000060426,POL000000086,CUST00091419,2026-08-11,2026-08-11,4936,Paid,Net Banking,0,189.7
PRM000060427,POL000088195,CUST00055012,2026-02-28,2026-02-28,8918,Paid,Net Banking,0,167.57
PRM000060428,POL000106728,CUST00068128,2026-05-02,2026-05-02,9593,Paid,Credit Card,0,344.82
PRM000060429,POL000104865,CUST00002061,2026-02-11,2026-02-14,2107,Paid,UPI,3,31.24
PRM000060430,POL000048824,CUST00073084,2025-08-01,2025-08-01,1090,Paid,Credit Card,0,47.19
PRM000060431,POL000110245,CUST00045904,2025-11-03,2025-12-01,1876,Paid,Net Banking,28,91.27
PRM000060432,POL000000773,CUST00053826,2026-01-05,2026-01-05,9371,Paid,Debit Card,0,422.57
PRM000060433,POL000108779,CUST00022888,2025-06-07,2025-06-25,31877,Paid,Net Banking,18,1547.3
PRM000060434,POL000123860,CUST00010265,2026-04-10,2026-04-10,14756,Paid,Auto Debit,0,229.81
PRM000060435,POL000022071,CUST00038424,2025-09-22,2025-10-21,414,Paid,UPI,29,7.98
PRM000060436,POL000116634,CUST00020940,2026-05-31,2026-06-02,13171,Paid,Cheque,2,508.26
PRM000060437,POL000023683,CUST00095268,2025-12-11,2025-12-17,6612,Paid,UPI,6,293.67
PRM000060438,POL000003492,CUST00094221,2025-02-06,2025-02-09,16781,Paid,Cheque,3,189.63
PRM000060439,POL000104294,CUST00057975,2025-11-26,2025-12-18,18747,Paid,Net Banking,22,749.29
PRM000060440,POL000036735,CUST00071382,2025-10-20,2025-10-20,2637,Paid,Cheque,0,121.4
PRM000060441,POL000055309,CUST00017168,2025-04-24,2025-04-29,3825,Paid,UPI,5,160.05
PRM000060442,POL000071248,CUST00005923,2025-08-29,2025-09-22,1658,Paid,UPI,24,20.24
PRM000060443,POL000117691,CUST00075484,2025-12-19,,29780,Pending,Debit Card,,783.35
PRM000060444,POL000100031,CUST00040725,2025-02-23,2025-02-23,1825,Paid,Credit Card,0,69.81
PRM000060445,POL000065233,CUST00033844,2025-12-03,2025-12-08,27340,Paid,Debit Card,5,721.41
PRM000060446,POL000099397,CUST00092371,2026-07-02,2026-07-17,2899,Paid,Cheque,15,81.19
PRM000060447,POL000065920,CUST00074197,2026-05-31,2026-05-31,10348,Paid,Net Banking,0,494.53
PRM000060448,POL000048646,CUST00049345,2026-07-08,2026-07-17,4882,Paid,Cheque,9,70.77
PRM000060449,POL000060640,CUST00005614,2025-10-19,2025-10-24,8526,Paid,Credit Card,5,224.5
PRM000060450,POL000065258,CUST00029969,2025-11-26,2025-12-08,32837,Paid,Auto Debit,12,1332.88
PRM000060451,POL000136472,CUST00002212,2026-05-13,2026-05-23,78039,Paid,UPI,10,2939.58
PRM000060452,POL000120446,CUST00033288,2025-01-21,,12322,Overdue,Debit Card,,363.65
