AGENT_ID,AGENT_NAME,AGENT_TYPE,REGION,EXPERIENCE_YEARS,COMMISSION_PCT,POLICIES_SOLD,RENEWAL_RATE_PCT,STATUS,JOIN_DATE
AGT002127,Agent 02127,Individual Agent,East,4,10.71,35,81.99,Active,2018-05-01
AGT002128,Agent 02128,Corporate Agent,South,13,8.53,242,89.93,Active,2016-07-30
AGT002129,Agent 02129,Corporate Agent,South,9,3.44,272,74.4,Inactive,2015-03-16
AGT002130,Agent 02130,Corporate Agent,North,3,2.21,299,78.45,Active,2019-02-04
AGT002131,Agent 02131,Corporate Agent,West,15,10.02,354,74.27,Active,2015-09-24
AGT002132,Agent 02132,Corporate Agent,Central,9,6.54,152,88.15,Active,2017-10-06
AGT002133,Agent 02133,Corporate Agent,West,3,4.28,163,80.09,Active,2015-10-11
AGT002134,Agent 02134,Broker,East,14,6.21,63,74.67,Active,2019-12-23
AGT002135,Agent 02135,Broker,East,3,8.41,321,82.14,Active,2016-01-23
AGT002136,Agent 02136,Individual Agent,South,3,1.5,121,77.59,Inactive,2019-08-13
AGT002137,Agent 02137,Digital Partner,East,10,8.23,87,73.34,Inactive,2015-08-16
AGT002138,Agent 02138,Corporate Agent,Central,12,2.5,90,87.36,Active,2020-01-01
AGT002139,Agent 02139,Bank Partner,East,8,10.38,425,87.16,Active,2024-02-15
AGT002140,Agent 02140,Corporate Agent,West,1,7.77,308,93.14,Active,2023-07-13
AGT002141,Agent 02141,Digital Partner,North,10,7.77,242,94.79,Active,2025-12-10
AGT002142,Agent 02142,Bank Partner,North,2,11.19,245,86.24,Active,2017-11-17
AGT002143,Agent 02143,Broker,West,3,4.07,261,70.69,Active,2016-04-23
AGT002144,Agent 02144,Corporate Agent,North,5,9.56,291,93.18,Active,2025-01-29
AGT002145,Agent 02145,Bank Partner,North,1,9.23,125,77.25,Active,2024-04-25
AGT002146,Agent 02146,Bank Partner,South,9,5.51,143,70.03,Inactive,2018-06-14
AGT002147,Agent 02147,Digital Partner,South,14,7.18,208,95.38,Active,2024-11-19
AGT002148,Agent 02148,Broker,South,15,8.49,388,74.86,Active,2025-10-10
AGT002149,Agent 02149,Corporate Agent,East,5,3.85,84,79.92,Active,2015-08-08
AGT002150,Agent 02150,Broker,East,13,8.16,191,87.41,Active,2015-01-30
AGT002151,Agent 02151,Bank Partner,Central,11,11.7,42,85.15,Active,2019-02-21
AGT002152,Agent 02152,Individual Agent,Central,9,9.82,392,88.79,Active,2015-08-10
AGT002153,Agent 02153,Individual Agent,West,15,9.28,431,95.07,Active,2021-10-31
AGT002154,Agent 02154,Bank Partner,North,13,9.33,368,74.67,Active,2025-12-15
AGT002155,Agent 02155,Individual Agent,West,13,8.83,253,88.61,Active,2018-11-27
AGT002156,Agent 02156,Digital Partner,South,11,8.85,182,96.56,Active,2022-02-14
AGT002157,Agent 02157,Bank Partner,West,5,1.6,339,79.22,Active,2020-07-20
AGT002158,Agent 02158,Bank Partner,East,3,5.18,364,85.97,Active,2020-10-07
AGT002159,Agent 02159,Bank Partner,East,13,4.36,432,94.44,Active,2023-02-10
AGT002160,Agent 02160,Corporate Agent,Central,14,1.73,357,75.4,Active,2020-12-04
AGT002161,Agent 02161,Broker,South,15,6.81,42,77.55,Active,2025-05-15
AGT002162,Agent 02162,Bank Partner,South,8,7.71,156,82.43,Active,2022-03-26
AGT002163,Agent 02163,Bank Partner,Central,3,10.5,440,83.31,Active,2015-04-20
AGT002164,Agent 02164,Bank Partner,Central,9,1.61,111,92.4,Active,2021-05-28
AGT002165,Agent 02165,Corporate Agent,West,1,8.6,333,90.62,Active,2021-03-28
AGT002166,Agent 02166,Bank Partner,South,12,9.83,421,70.02,Active,2016-01-18
AGT002167,Agent 02167,Individual Agent,North,15,7.17,231,70.62,Active,2021-11-11
AGT002168,Agent 02168,Digital Partner,West,4,6.66,117,75.76,Active,2016-11-12
AGT002169,Agent 02169,Bank Partner,East,5,1.71,281,98.74,Active,2025-10-23
AGT002170,Agent 02170,Bank Partner,East,12,4.55,349,98.83,Active,2019-09-14
AGT002171,Agent 02171,Individual Agent,Central,6,4.33,211,90.04,Active,2026-04-29
AGT002172,Agent 02172,Bank Partner,North,6,11.19,435,74.59,Active,2020-05-08
AGT002173,Agent 02173,Individual Agent,Central,2,2.6,239,82.12,Inactive,2026-02-06
AGT002174,Agent 02174,Individual Agent,West,9,3.01,354,73.19,Active,2017-01-03
AGT002175,Agent 02175,Bank Partner,West,8,8.2,222,76.46,Active,2016-09-08
AGT002176,Agent 02176,Bank Partner,South,8,9.72,381,98.29,Active,2026-01-30
AGT002177,Agent 02177,Bank Partner,North,11,5.48,360,72.15,Active,2024-06-06
AGT002178,Agent 02178,Bank Partner,West,2,1.46,271,83.88,Active,2018-09-15
AGT002179,Agent 02179,Broker,East,9,6.0,471,88.31,Active,2024-01-22
AGT002180,Agent 02180,Bank Partner,Central,15,8.18,363,89.5,Active,2017-02-17
AGT002181,Agent 02181,Digital Partner,East,6,3.1,222,97.66,Active,2019-06-27
AGT002182,Agent 02182,Digital Partner,North,12,11.57,135,96.29,Active,2026-01-02
AGT002183,Agent 02183,Individual Agent,East,13,1.71,356,92.07,Active,2021-11-02
AGT002184,Agent 02184,Individual Agent,South,4,1.81,115,78.39,Active,2017-09-11
AGT002185,Agent 02185,Bank Partner,East,8,3.94,415,76.97,Active,2021-01-18
AGT002186,Agent 02186,Bank Partner,Central,12,7.7,184,73.88,Active,2016-11-27
AGT002187,Agent 02187,Digital Partner,North,1,8.4,460,94.89,Active,2018-01-03
AGT002188,Agent 02188,Broker,West,8,1.63,220,95.39,Active,2020-03-24
AGT002189,Agent 02189,Bank Partner,Central,9,8.84,460,81.97,Active,2015-03-25
AGT002190,Agent 02190,Broker,West,12,4.51,335,71.92,Active,2019-06-06
AGT002191,Agent 02191,Individual Agent,East,9,8.01,444,71.49,Active,2021-07-31
AGT002192,Agent 02192,Digital Partner,Central,15,6.49,39,78.31,Active,2015-04-24
AGT002193,Agent 02193,Broker,Central,12,2.5,59,93.98,Active,2023-04-21
AGT002194,Agent 02194,Corporate Agent,North,14,1.93,223,75.85,Active,2022-11-09
AGT002195,Agent 02195,Corporate Agent,South,1,9.78,205,79.77,Active,2020-09-19
AGT002196,Agent 02196,Corporate Agent,South,9,11.53,334,81.9,Active,2015-03-29
AGT002197,Agent 02197,Broker,West,10,2.42,374,70.14,Active,2024-11-17
AGT002198,Agent 02198,Digital Partner,South,12,2.9,45,89.39,Active,2023-09-12
AGT002199,Agent 02199,Corporate Agent,Central,13,1.25,183,89.88,Active,2020-11-23
AGT002200,Agent 02200,Broker,Central,6,5.19,420,86.94,Active,2021-10-19
AGT002201,Agent 02201,Broker,West,3,6.84,142,82.93,Active,2026-02-18
AGT002202,Agent 02202,Corporate Agent,East,13,1.1,260,97.9,Active,2024-04-28
AGT002203,Agent 02203,Individual Agent,West,2,10.7,370,82.61,Active,2019-01-18
AGT002204,Agent 02204,Digital Partner,East,10,6.3,313,90.74,Active,2021-04-09
AGT002205,Agent 02205,Bank Partner,Central,10,7.85,300,94.82,Active,2026-02-06
AGT002206,Agent 02206,Bank Partner,West,4,9.77,326,97.61,Active,2022-08-19
AGT002207,Agent 02207,Corporate Agent,West,8,4.93,143,80.79,Active,2023-03-30
AGT002208,Agent 02208,Corporate Agent,West,10,9.47,320,70.97,Active,2019-12-17
AGT002209,Agent 02209,Digital Partner,South,6,8.21,458,84.82,Active,2022-03-19
AGT002210,Agent 02210,Corporate Agent,South,5,2.67,205,88.59,Inactive,2024-06-09
AGT002211,Agent 02211,Bank Partner,South,12,7.49,284,81.61,Active,2026-06-11
AGT002212,Agent 02212,Corporate Agent,North,1,11.88,490,75.37,Active,2018-12-16
AGT002213,Agent 02213,Broker,West,1,1.82,264,82.21,Active,2020-08-06
AGT002214,Agent 02214,Individual Agent,East,9,5.54,104,97.36,Active,2023-08-20
AGT002215,Agent 02215,Corporate Agent,East,8,4.07,191,90.65,Active,2026-01-10
AGT002216,Agent 02216,Bank Partner,Central,2,10.17,238,97.52,Active,2022-12-15
AGT002217,Agent 02217,Digital Partner,East,9,2.69,399,74.49,Active,2023-09-13
AGT002218,Agent 02218,Digital Partner,Central,5,2.73,362,70.51,Active,2025-07-28
AGT002219,Agent 02219,Individual Agent,North,4,7.54,170,84.56,Active,2020-10-27
AGT002220,Agent 02220,Individual Agent,East,3,8.97,282,91.59,Active,2016-11-27
AGT002221,Agent 02221,Bank Partner,Central,2,2.71,303,88.46,Active,2019-02-13
AGT002222,Agent 02222,Individual Agent,Central,9,5.48,219,90.39,Active,2020-09-29
AGT002223,Agent 02223,Corporate Agent,East,3,4.17,421,77.25,Active,2025-09-14
AGT002224,Agent 02224,Corporate Agent,South,13,3.84,83,98.1,Active,2019-01-15
AGT002225,Agent 02225,Broker,North,15,6.53,460,78.84,Active,2025-11-03
AGT002226,Agent 02226,Broker,West,2,7.16,310,74.44,Active,2020-01-28
AGT002227,Agent 02227,Digital Partner,West,11,8.89,72,86.78,Active,2016-01-10
AGT002228,Agent 02228,Bank Partner,South,7,7.91,269,80.27,Active,2022-07-02
AGT002229,Agent 02229,Corporate Agent,East,15,6.47,33,74.74,Active,2022-05-14
AGT002230,Agent 02230,Bank Partner,North,8,5.97,166,85.12,Active,2021-04-21
AGT002231,Agent 02231,Digital Partner,North,15,1.09,455,75.11,Active,2018-12-11
AGT002232,Agent 02232,Broker,East,11,11.9,451,71.24,Active,2016-11-26
AGT002233,Agent 02233,Digital Partner,North,4,4.77,167,71.95,Active,2024-12-29
AGT002234,Agent 02234,Individual Agent,Central,7,9.86,50,88.87,Active,2015-05-21
AGT002235,Agent 02235,Individual Agent,Central,10,11.63,197,78.36,Active,2017-08-25
AGT002236,Agent 02236,Corporate Agent,West,10,5.73,198,88.62,Active,2024-07-05
AGT002237,Agent 02237,Digital Partner,West,13,10.05,332,70.18,Active,2025-09-26
AGT002238,Agent 02238,Corporate Agent,East,9,10.48,294,86.95,Active,2021-05-08
AGT002239,Agent 02239,Corporate Agent,West,2,4.43,140,80.62,Active,2023-02-06
AGT002240,Agent 02240,Broker,West,15,5.09,76,97.98,Active,2026-02-17
AGT002241,Agent 02241,Bank Partner,North,3,7.71,493,93.65,Active,2020-02-12
AGT002242,Agent 02242,Corporate Agent,West,13,9.97,62,98.85,Active,2016-07-10
AGT002243,Agent 02243,Corporate Agent,South,4,8.25,411,73.99,Active,2024-03-25
AGT002244,Agent 02244,Individual Agent,North,4,3.5,367,88.06,Active,2017-12-28
AGT002245,Agent 02245,Broker,East,1,8.67,336,88.39,Active,2015-02-17
AGT002246,Agent 02246,Individual Agent,East,3,8.52,392,79.64,Active,2018-03-27
AGT002247,Agent 02247,Broker,Central,5,6.9,296,70.18,Active,2022-11-12
AGT002248,Agent 02248,Corporate Agent,East,14,8.77,111,94.06,Active,2026-01-15
AGT002249,Agent 02249,Broker,Central,12,1.2,472,83.01,Active,2021-01-16
AGT002250,Agent 02250,Individual Agent,North,13,4.96,207,96.84,Active,2018-03-08
AGT002251,Agent 02251,Broker,South,8,1.68,384,73.83,Inactive,2024-03-05
AGT002252,Agent 02252,Bank Partner,North,9,7.21,77,80.21,Inactive,2025-09-09
AGT002253,Agent 02253,Individual Agent,Central,1,3.27,134,96.77,Active,2026-02-13
AGT002254,Agent 02254,Bank Partner,East,8,10.68,355,76.61,Active,2017-03-30
AGT002255,Agent 02255,Individual Agent,West,12,7.64,130,97.54,Active,2021-07-17
AGT002256,Agent 02256,Digital Partner,North,4,5.05,238,88.54,Active,2018-09-06
AGT002257,Agent 02257,Broker,East,3,11.08,105,95.66,Inactive,2024-05-12
AGT002258,Agent 02258,Broker,West,6,3.72,147,90.85,Active,2024-03-26
AGT002259,Agent 02259,Digital Partner,West,14,1.36,475,89.7,Active,2020-12-13
AGT002260,Agent 02260,Corporate Agent,West,11,2.32,350,85.72,Active,2019-11-14
AGT002261,Agent 02261,Digital Partner,Central,13,3.51,57,76.79,Active,2025-08-11
AGT002262,Agent 02262,Bank Partner,West,1,10.48,405,91.37,Active,2018-04-13
AGT002263,Agent 02263,Digital Partner,North,8,6.64,258,86.24,Active,2015-12-04
AGT002264,Agent 02264,Bank Partner,Central,3,7.61,276,89.04,Active,2016-04-11
AGT002265,Agent 02265,Digital Partner,East,15,7.47,100,91.77,Active,2021-10-29
AGT002266,Agent 02266,Broker,East,3,1.1,196,71.63,Inactive,2018-01-04
AGT002267,Agent 02267,Bank Partner,West,5,8.57,95,75.81,Active,2021-09-29
AGT002268,Agent 02268,Bank Partner,South,6,5.04,100,89.23,Active,2024-10-10
AGT002269,Agent 02269,Digital Partner,West,7,5.71,435,85.28,Active,2017-10-25
AGT002270,Agent 02270,Individual Agent,North,4,5.1,394,93.64,Active,2018-03-11
AGT002271,Agent 02271,Broker,East,9,10.21,443,96.67,Active,2016-04-17
AGT002272,Agent 02272,Digital Partner,North,12,3.62,465,96.58,Inactive,2023-10-11
AGT002273,Agent 02273,Digital Partner,Central,15,3.59,249,76.86,Active,2020-01-18
AGT002274,Agent 02274,Bank Partner,West,8,6.62,33,92.24,Active,2016-04-27
AGT002275,Agent 02275,Broker,Central,7,2.95,140,75.53,Active,2023-12-04
AGT002276,Agent 02276,Digital Partner,South,12,11.02,311,98.66,Active,2019-07-17
AGT002277,Agent 02277,Bank Partner,South,13,9.32,463,83.83,Active,2019-12-17
AGT002278,Agent 02278,Corporate Agent,South,8,6.51,230,97.21,Active,2019-12-25
AGT002279,Agent 02279,Bank Partner,Central,6,2.7,445,84.55,Active,2020-11-22
AGT002280,Agent 02280,Digital Partner,East,12,7.5,252,93.88,Active,2023-01-16
AGT002281,Agent 02281,Digital Partner,South,3,4.04,355,81.2,Active,2016-01-14
AGT002282,Agent 02282,Corporate Agent,East,15,10.37,354,81.23,Active,2025-08-07
AGT002283,Agent 02283,Corporate Agent,Central,9,6.05,407,90.46,Active,2016-06-07
AGT002284,Agent 02284,Individual Agent,West,11,5.65,287,98.0,Active,2022-02-23
AGT002285,Agent 02285,Digital Partner,West,11,3.58,55,93.76,Active,2016-10-03
AGT002286,Agent 02286,Digital Partner,West,5,2.67,237,76.0,Active,2016-07-25
AGT002287,Agent 02287,Broker,Central,9,6.94,357,76.31,Active,2016-09-01
AGT002288,Agent 02288,Broker,North,6,2.64,198,96.83,Active,2016-08-19
AGT002289,Agent 02289,Broker,West,12,1.36,129,86.83,Active,2025-04-04
AGT002290,Agent 02290,Digital Partner,North,1,6.79,243,94.76,Active,2022-02-14
AGT002291,Agent 02291,Digital Partner,West,6,2.98,464,72.74,Active,2021-03-23
AGT002292,Agent 02292,Bank Partner,Central,11,5.88,294,74.71,Active,2018-11-23
AGT002293,Agent 02293,Individual Agent,East,5,10.74,341,79.4,Active,2019-05-15
AGT002294,Agent 02294,Bank Partner,East,9,10.0,246,92.03,Active,2019-01-01
AGT002295,Agent 02295,Bank Partner,West,7,10.49,170,89.98,Active,2019-03-09
AGT002296,Agent 02296,Bank Partner,North,5,2.6,258,84.0,Active,2025-11-30
AGT002297,Agent 02297,Individual Agent,Central,4,6.21,404,79.22,Active,2022-01-12
AGT002298,Agent 02298,Corporate Agent,West,5,1.65,120,75.21,Active,2024-04-25
AGT002299,Agent 02299,Individual Agent,Central,15,7.0,348,75.77,Active,2022-01-14
AGT002300,Agent 02300,Corporate Agent,North,6,3.4,465,76.93,Active,2018-11-01
AGT002301,Agent 02301,Digital Partner,Central,12,5.58,80,76.3,Active,2018-08-28
AGT002302,Agent 02302,Bank Partner,South,1,7.56,380,76.97,Active,2024-02-19
AGT002303,Agent 02303,Individual Agent,West,5,5.56,420,95.92,Active,2024-03-26
AGT002304,Agent 02304,Broker,Central,3,7.8,118,82.02,Active,2023-09-11
AGT002305,Agent 02305,Bank Partner,West,1,11.93,38,74.19,Active,2021-04-24
AGT002306,Agent 02306,Bank Partner,East,15,4.09,485,74.98,Inactive,2023-04-07
AGT002307,Agent 02307,Individual Agent,West,2,7.51,287,90.39,Active,2016-04-08
AGT002308,Agent 02308,Broker,East,15,11.13,418,87.01,Active,2021-02-23
AGT002309,Agent 02309,Bank Partner,North,1,11.03,156,91.03,Active,2025-11-13
AGT002310,Agent 02310,Individual Agent,North,4,4.18,134,83.1,Active,2022-11-11
AGT002311,Agent 02311,Broker,North,3,2.64,310,82.72,Active,2022-05-07
AGT002312,Agent 02312,Broker,Central,14,3.57,321,79.62,Active,2019-12-12
AGT002313,Agent 02313,Bank Partner,North,3,2.61,447,88.94,Active,2017-11-10
AGT002314,Agent 02314,Individual Agent,South,15,5.67,84,88.29,Active,2026-04-08
AGT002315,Agent 02315,Corporate Agent,South,2,9.39,244,84.72,Active,2017-11-28
AGT002316,Agent 02316,Individual Agent,West,9,10.19,451,91.9,Active,2018-06-29
AGT002317,Agent 02317,Bank Partner,North,2,7.71,119,84.26,Active,2017-03-25
AGT002318,Agent 02318,Digital Partner,West,1,1.8,247,92.32,Active,2020-02-19
AGT002319,Agent 02319,Digital Partner,Central,10,11.15,480,87.43,Active,2016-11-03
AGT002320,Agent 02320,Digital Partner,North,14,2.46,301,72.02,Active,2025-07-27
AGT002321,Agent 02321,Corporate Agent,Central,2,3.95,225,78.35,Active,2023-05-06
AGT002322,Agent 02322,Corporate Agent,South,2,9.19,196,83.81,Active,2022-05-31
AGT002323,Agent 02323,Corporate Agent,South,14,5.04,369,79.96,Active,2016-05-31
AGT002324,Agent 02324,Individual Agent,East,4,1.37,188,73.0,Active,2024-11-15
AGT002325,Agent 02325,Corporate Agent,North,1,4.13,318,75.2,Inactive,2018-11-29
AGT002326,Agent 02326,Individual Agent,Central,13,3.04,334,75.75,Active,2015-02-02
AGT002327,Agent 02327,Corporate Agent,West,9,10.88,479,81.39,Active,2021-06-14
AGT002328,Agent 02328,Digital Partner,Central,9,8.09,179,94.7,Active,2024-02-01
AGT002329,Agent 02329,Bank Partner,North,11,11.71,420,96.69,Active,2021-11-07
AGT002330,Agent 02330,Individual Agent,West,7,1.78,32,95.14,Inactive,2016-12-24
AGT002331,Agent 02331,Corporate Agent,North,1,5.69,210,80.73,Active,2023-07-20
AGT002332,Agent 02332,Bank Partner,South,15,11.89,387,85.78,Active,2026-04-26
AGT002333,Agent 02333,Digital Partner,Central,14,3.19,426,76.85,Active,2026-01-28
AGT002334,Agent 02334,Broker,Central,10,11.45,489,94.55,Active,2022-10-22
AGT002335,Agent 02335,Individual Agent,Central,15,4.24,68,98.45,Active,2018-12-01
AGT002336,Agent 02336,Broker,West,8,1.67,328,80.84,Active,2015-08-13
AGT002337,Agent 02337,Individual Agent,South,1,9.22,476,88.67,Active,2020-01-19
AGT002338,Agent 02338,Individual Agent,Central,4,9.26,222,97.1,Active,2016-08-24
AGT002339,Agent 02339,Bank Partner,South,13,7.66,37,84.21,Active,2022-03-17
AGT002340,Agent 02340,Corporate Agent,East,2,10.0,219,71.65,Active,2022-02-20
AGT002341,Agent 02341,Individual Agent,West,11,4.5,319,72.49,Active,2024-02-19
AGT002342,Agent 02342,Individual Agent,East,4,5.2,313,86.9,Active,2025-04-30
AGT002343,Agent 02343,Bank Partner,East,9,3.07,176,88.92,Active,2017-12-14
AGT002344,Agent 02344,Digital Partner,North,7,6.29,165,84.65,Active,2016-06-24
AGT002345,Agent 02345,Digital Partner,West,1,1.59,335,80.72,Active,2023-04-14
AGT002346,Agent 02346,Bank Partner,West,4,2.66,43,79.66,Active,2015-04-05
AGT002347,Agent 02347,Individual Agent,North,6,1.7,467,80.03,Active,2021-08-16
AGT002348,Agent 02348,Bank Partner,South,8,2.19,328,83.03,Active,2017-03-30
AGT002349,Agent 02349,Broker,Central,3,4.55,472,97.52,Active,2016-04-28
AGT002350,Agent 02350,Corporate Agent,North,11,7.06,127,92.82,Inactive,2021-09-17
AGT002351,Agent 02351,Bank Partner,West,11,9.82,91,94.83,Active,2022-09-11
AGT002352,Agent 02352,Individual Agent,North,2,10.54,353,74.78,Active,2026-06-30
AGT002353,Agent 02353,Individual Agent,North,7,8.21,114,93.14,Active,2023-05-27
AGT002354,Agent 02354,Corporate Agent,Central,8,9.13,187,70.67,Active,2022-07-24
AGT002355,Agent 02355,Broker,West,10,11.36,305,88.13,Active,2016-06-19
AGT002356,Agent 02356,Bank Partner,Central,5,10.34,293,95.68,Active,2015-05-02
AGT002357,Agent 02357,Broker,South,2,3.86,132,73.8,Active,2016-11-16
AGT002358,Agent 02358,Individual Agent,East,14,6.85,280,88.69,Inactive,2024-05-01
AGT002359,Agent 02359,Digital Partner,West,14,5.81,189,88.3,Active,2015-11-11
AGT002360,Agent 02360,Corporate Agent,Central,5,5.79,71,97.31,Active,2026-04-17
AGT002361,Agent 02361,Corporate Agent,Central,1,6.7,156,93.83,Active,2025-05-02
AGT002362,Agent 02362,Individual Agent,West,7,1.76,399,73.42,Active,2020-10-09
AGT002363,Agent 02363,Broker,North,12,7.84,111,81.37,Active,2022-12-11
AGT002364,Agent 02364,Digital Partner,East,12,6.63,303,86.95,Active,2021-06-10
AGT002365,Agent 02365,Digital Partner,Central,6,10.53,465,86.17,Active,2021-09-25
AGT002366,Agent 02366,Broker,Central,4,7.12,200,89.62,Active,2021-03-20
AGT002367,Agent 02367,Digital Partner,Central,12,6.64,479,93.77,Active,2021-02-09
AGT002368,Agent 02368,Individual Agent,East,13,7.63,133,74.01,Active,2023-03-29
AGT002369,Agent 02369,Broker,Central,11,1.73,363,80.37,Active,2020-06-12
AGT002370,Agent 02370,Broker,West,12,6.23,153,74.62,Active,2019-11-26
AGT002371,Agent 02371,Bank Partner,South,13,2.28,32,78.35,Active,2021-05-03
AGT002372,Agent 02372,Broker,Central,1,9.52,423,84.6,Active,2020-04-01
AGT002373,Agent 02373,Corporate Agent,South,12,4.33,392,77.84,Active,2022-06-03
AGT002374,Agent 02374,Digital Partner,East,7,10.31,194,73.28,Active,2025-10-21
AGT002375,Agent 02375,Broker,East,11,7.59,167,85.9,Active,2025-01-20
AGT002376,Agent 02376,Individual Agent,North,11,2.09,413,87.48,Active,2026-03-03
AGT002377,Agent 02377,Digital Partner,North,9,4.9,248,72.12,Active,2023-07-26
AGT002378,Agent 02378,Broker,West,8,6.62,164,87.05,Inactive,2022-07-28
AGT002379,Agent 02379,Digital Partner,Central,1,9.95,174,84.4,Active,2024-11-06
AGT002380,Agent 02380,Corporate Agent,South,14,11.13,202,85.04,Active,2021-03-08
AGT002381,Agent 02381,Broker,North,2,1.63,284,95.13,Active,2024-10-21
AGT002382,Agent 02382,Bank Partner,Central,15,2.29,321,72.13,Active,2021-06-07
AGT002383,Agent 02383,Corporate Agent,West,5,5.26,314,75.92,Active,2016-03-12
AGT002384,Agent 02384,Individual Agent,Central,7,7.16,453,77.91,Active,2016-10-22
AGT002385,Agent 02385,Individual Agent,South,11,7.47,222,97.24,Active,2019-04-20
AGT002386,Agent 02386,Bank Partner,South,1,10.01,257,89.83,Active,2026-03-12
AGT002387,Agent 02387,Broker,South,6,8.11,409,80.63,Active,2021-08-18
AGT002388,Agent 02388,Bank Partner,West,10,1.1,409,88.88,Active,2017-03-13
AGT002389,Agent 02389,Individual Agent,South,1,2.85,116,74.53,Active,2018-09-16
AGT002390,Agent 02390,Bank Partner,South,10,3.98,92,96.61,Active,2016-01-28
AGT002391,Agent 02391,Broker,East,8,9.91,330,72.36,Active,2018-07-10
AGT002392,Agent 02392,Individual Agent,South,10,1.07,338,84.58,Active,2017-10-23
AGT002393,Agent 02393,Corporate Agent,East,14,8.47,310,70.65,Active,2020-08-09
AGT002394,Agent 02394,Broker,Central,5,3.09,163,73.16,Active,2022-09-05
AGT002395,Agent 02395,Digital Partner,South,10,4.51,150,77.25,Active,2015-04-20
AGT002396,Agent 02396,Broker,West,11,8.57,431,74.25,Inactive,2025-02-10
AGT002397,Agent 02397,Corporate Agent,North,9,8.93,329,83.68,Active,2026-05-23
AGT002398,Agent 02398,Digital Partner,North,2,5.12,482,95.61,Active,2016-05-22
AGT002399,Agent 02399,Individual Agent,South,15,11.07,97,83.15,Active,2019-02-01
AGT002400,Agent 02400,Bank Partner,South,8,5.12,483,91.04,Active,2021-10-18
AGT002401,Agent 02401,Broker,South,13,3.73,421,97.92,Active,2023-01-15
AGT002402,Agent 02402,Individual Agent,Central,15,11.54,321,74.4,Active,2024-03-14
AGT002403,Agent 02403,Corporate Agent,North,14,11.06,363,81.56,Active,2025-04-14
AGT002404,Agent 02404,Broker,South,12,8.9,74,83.92,Active,2017-12-01
AGT002405,Agent 02405,Corporate Agent,North,6,1.89,92,88.93,Active,2015-11-04
AGT002406,Agent 02406,Bank Partner,Central,4,7.57,196,75.2,Active,2016-12-11
AGT002407,Agent 02407,Digital Partner,Central,8,5.35,362,97.49,Active,2017-04-22
AGT002408,Agent 02408,Corporate Agent,North,15,2.22,396,90.61,Active,2024-11-29
AGT002409,Agent 02409,Bank Partner,North,10,1.51,188,92.57,Active,2019-09-16
AGT002410,Agent 02410,Corporate Agent,East,1,3.8,400,70.01,Active,2025-11-26
AGT002411,Agent 02411,Individual Agent,West,14,6.95,469,87.01,Active,2020-06-01
AGT002412,Agent 02412,Corporate Agent,West,4,5.27,299,75.82,Active,2025-02-15
AGT002413,Agent 02413,Bank Partner,East,15,5.55,316,84.46,Active,2017-08-21
AGT002414,Agent 02414,Broker,North,5,4.44,193,76.16,Active,2025-07-01
AGT002415,Agent 02415,Broker,Central,3,3.25,255,82.06,Inactive,2016-08-25
AGT002416,Agent 02416,Individual Agent,South,7,7.87,115,87.92,Active,2015-08-22
AGT002417,Agent 02417,Corporate Agent,South,11,7.43,76,71.39,Active,2017-01-10
AGT002418,Agent 02418,Bank Partner,Central,12,4.6,195,87.06,Active,2025-04-11
AGT002419,Agent 02419,Bank Partner,East,5,6.24,145,79.14,Active,2025-01-11
AGT002420,Agent 02420,Individual Agent,East,9,9.34,43,79.73,Active,2015-09-08
AGT002421,Agent 02421,Broker,West,13,8.33,41,76.11,Active,2018-09-14
AGT002422,Agent 02422,Digital Partner,Central,13,6.96,64,90.63,Inactive,2015-08-21
AGT002423,Agent 02423,Individual Agent,West,1,9.77,253,80.94,Active,2020-12-05
AGT002424,Agent 02424,Broker,Central,6,2.83,262,79.31,Active,2025-01-31
AGT002425,Agent 02425,Broker,Central,13,10.42,291,70.78,Active,2018-01-30
AGT002426,Agent 02426,Broker,South,6,3.77,59,94.08,Active,2015-02-27
AGT002427,Agent 02427,Bank Partner,Central,11,6.16,60,88.83,Inactive,2020-06-26
AGT002428,Agent 02428,Individual Agent,North,14,9.37,273,76.33,Active,2023-12-09
AGT002429,Agent 02429,Digital Partner,West,8,11.54,455,75.74,Active,2019-05-18
AGT002430,Agent 02430,Broker,North,4,5.43,113,78.34,Active,2015-04-14
AGT002431,Agent 02431,Broker,North,7,10.32,115,76.45,Active,2022-11-28
AGT002432,Agent 02432,Bank Partner,East,4,5.71,82,76.13,Active,2016-08-27
AGT002433,Agent 02433,Broker,East,10,11.15,158,93.98,Active,2015-07-31
AGT002434,Agent 02434,Corporate Agent,East,15,1.1,167,78.19,Active,2018-06-17
AGT002435,Agent 02435,Individual Agent,West,13,9.35,181,90.58,Inactive,2020-05-20
AGT002436,Agent 02436,Individual Agent,East,1,1.51,257,71.34,Active,2016-06-19
AGT002437,Agent 02437,Bank Partner,South,10,10.97,53,79.04,Active,2017-03-25
AGT002438,Agent 02438,Individual Agent,East,11,3.07,96,79.69,Active,2022-07-01
AGT002439,Agent 02439,Digital Partner,North,12,4.13,120,75.44,Active,2020-12-15
AGT002440,Agent 02440,Corporate Agent,East,4,10.37,184,74.11,Inactive,2022-02-15
AGT002441,Agent 02441,Corporate Agent,North,4,2.65,214,95.54,Active,2024-11-19
AGT002442,Agent 02442,Broker,East,7,8.8,181,75.19,Active,2022-07-01
