POLICY_ID,CUSTOMER_ID,POLICY_TYPE,SALES_CHANNEL,AGENT_ID,POLICY_START_DATE,POLICY_END_DATE,SUM_INSURED,ANNUAL_PREMIUM,PAYMENT_MODE,RISK_SCORE,RISK_BAND,POLICY_STATUS,DISCOUNT_PCT,COMMISSION_PCT
POL000064679,CUST00042244,Term Life,Agent,AGT000751,2022-11-06,2023-11-06,2552097,20554,Annual,532,Medium,Active,9.91,3.86
POL000064680,CUST00095033,Whole Life,Agent,AGT000079,2020-06-26,2021-06-26,2404104,42382,Monthly,319,Low,Expired,14.99,4.69
POL000064681,CUST00090778,Motor,Agent,AGT004732,2023-02-16,2024-02-16,284004,18656,Annual,423,Low,Active,2.25,4.16
POL000064682,CUST00007344,Motor,Agent,AGT004842,2024-08-24,2025-08-24,381122,16804,Annual,514,Medium,Lapsed,17.62,1.0
POL000064683,CUST00005449,Whole Life,Direct,AGT002245,2021-02-27,2022-02-27,2061577,47810,Annual,358,Low,Active,2.6,1.35
POL000064684,CUST00036496,Health,Agent,AGT002091,2025-09-18,2026-09-18,551957,26414,Monthly,319,Low,Active,19.49,0.55
POL000064685,CUST00098720,Term Life,Bancassurance,AGT004239,2026-05-20,2027-05-20,3141918,13534,Annual,446,Low,Expired,12.31,0.73
POL000064686,CUST00065655,Whole Life,Bancassurance,AGT002926,2021-06-26,2022-06-26,1807721,25904,Annual,427,Low,Active,10.52,3.53
POL000064687,CUST00085858,Motor,Bancassurance,AGT004143,2025-11-05,2026-11-05,698007,12134,Monthly,403,Low,Active,6.69,3.27
POL000064688,CUST00026277,Commercial,Direct,AGT004490,2020-12-28,2040-12-23,1942550,30878,Annual,479,Low,Lapsed,12.84,2.75
POL000064689,CUST00093235,Travel,Online,AGT002475,2023-02-09,2028-02-08,100000,4277,Annual,342,Low,Expired,16.25,1.7
POL000064690,CUST00007890,Term Life,Agent,AGT002788,2023-06-27,2024-06-26,5870135,11650,Monthly,361,Low,Active,7.51,0.12
POL000064691,CUST00056237,Term Life,Direct,AGT003593,2025-02-17,2026-02-17,5546465,14243,Annual,353,Low,Expired,12.98,0.01
POL000064692,CUST00081305,Personal Accident,Agent,AGT004768,2023-04-04,2024-04-03,2265471,9112,Half-Yearly,380,Low,Active,8.27,2.27
POL000064693,CUST00027807,Term Life,Agent,AGT004250,2023-09-13,2024-09-12,4104173,28546,Monthly,364,Low,Active,15.13,4.99
POL000064694,CUST00010313,Health,Corporate Partner,AGT000095,2020-08-09,2021-08-09,1382386,13682,Half-Yearly,484,Medium,Active,2.97,3.3
POL000064695,CUST00082998,Motor,Bancassurance,AGT000591,2025-01-28,2026-01-28,590381,15286,Annual,382,Low,Active,17.87,1.11
POL000064696,CUST00023372,Health,Broker,AGT002109,2021-04-14,2026-04-13,598596,22195,Annual,477,Low,Active,1.15,2.69
POL000064697,CUST00030156,Health,Agent,AGT000255,2020-07-27,2040-07-22,402882,29415,Monthly,510,Medium,Cancelled,1.65,3.33
POL000064698,CUST00069578,Term Life,Agent,AGT003879,2024-08-11,2025-08-11,3606888,23111,Annual,428,Low,Active,15.68,0.45
POL000064699,CUST00020601,Travel,Direct,AGT002922,2025-01-06,2026-01-06,256598,3617,Monthly,322,Low,Active,12.88,3.01
POL000064700,CUST00043249,Motor,Online,AGT003049,2021-10-17,2022-10-17,442828,21710,Half-Yearly,313,Low,Active,5.46,3.16
POL000064701,CUST00036305,Travel,Corporate Partner,AGT001883,2020-02-12,2021-02-11,161013,2218,Half-Yearly,477,Low,Active,4.13,0.69
POL000064702,CUST00004972,Health,Agent,AGT000576,2023-12-18,2024-12-17,774447,37457,Quarterly,449,Low,Lapsed,12.65,4.03
POL000064703,CUST00095031,Travel,Corporate Partner,AGT002752,2023-02-12,2024-02-12,138213,2246,Annual,474,Low,Active,17.19,4.0
POL000064704,CUST00092478,Motor,Online,AGT001015,2023-07-08,2024-07-07,728320,17526,Annual,322,Low,Active,8.01,3.94
POL000064705,CUST00084046,Health,Broker,AGT004266,2022-08-30,2023-08-30,524250,7636,Monthly,490,Medium,Active,2.63,3.41
POL000064706,CUST00063036,Term Life,Broker,AGT003154,2025-07-18,2030-07-17,5543210,13083,Monthly,425,Low,Active,13.27,4.17
POL000064707,CUST00025415,Commercial,Agent,AGT004030,2022-11-26,2042-11-21,3957743,40351,Annual,493,Medium,Lapsed,18.94,4.89
POL000064708,CUST00011385,Motor,Broker,AGT002851,2023-04-15,2043-04-10,807810,16891,Monthly,264,Low,Active,14.38,2.94
POL000064709,CUST00030772,Whole Life,Bancassurance,AGT003086,2022-03-10,2023-03-10,1648418,22522,Half-Yearly,355,Low,Active,11.78,2.46
POL000064710,CUST00049039,Term Life,Bancassurance,AGT001040,2020-04-24,2025-04-23,7995948,16562,Annual,546,Medium,Active,5.79,2.71
POL000064711,CUST00068833,Health,Online,AGT000910,2026-03-11,2027-03-11,319489,15037,Annual,366,Low,Active,15.25,1.72
POL000064712,CUST00081259,Commercial,Agent,AGT000815,2020-04-05,2021-04-05,8525435,48589,Annual,389,Low,Expired,4.28,4.03
POL000064713,CUST00094328,Term Life,Bancassurance,AGT002717,2019-02-28,2039-02-23,2519435,17641,Half-Yearly,468,Low,Lapsed,1.88,2.55
POL000064714,CUST00037763,Home,Broker,AGT002777,2024-12-06,2025-12-06,1927021,7496,Annual,430,Low,Active,12.59,3.68
POL000064715,CUST00097049,Whole Life,Broker,AGT004268,2021-02-09,2026-02-08,1184441,19039,Monthly,439,Low,Cancelled,17.61,1.64
POL000064716,CUST00064658,Home,Broker,AGT000350,2020-11-02,2021-11-02,4031021,25524,Monthly,385,Low,Lapsed,10.53,3.68
POL000064717,CUST00055049,Term Life,Direct,AGT003019,2021-09-16,2026-09-15,11901761,26772,Monthly,385,Low,Expired,16.27,0.21
POL000064718,CUST00025228,Home,Corporate Partner,AGT004216,2023-01-28,2024-01-28,2784883,11278,Monthly,464,Low,Active,7.03,3.24
POL000064719,CUST00077005,Health,Direct,AGT000102,2023-10-27,2024-10-26,957680,16428,Annual,493,Medium,Active,9.07,3.53
POL000064720,CUST00023636,Motor,Broker,AGT004897,2020-07-26,2025-07-25,1028030,12603,Annual,377,Low,Active,6.85,1.71
POL000064721,CUST00089984,Health,Direct,AGT003556,2019-11-15,2029-11-12,1155342,19690,Monthly,344,Low,Active,5.59,2.97
POL000064722,CUST00096209,Health,Broker,AGT002959,2020-07-20,2021-07-20,266112,11077,Monthly,488,Medium,Expired,11.93,4.11
POL000064723,CUST00001298,Personal Accident,Corporate Partner,AGT003711,2023-12-17,2024-12-16,1260918,5768,Half-Yearly,291,Low,Active,18.71,4.03
POL000064724,CUST00014902,Motor,Corporate Partner,AGT003173,2019-12-22,2020-12-21,1443657,13770,Annual,392,Low,Active,4.04,1.66
POL000064725,CUST00041070,Term Life,Corporate Partner,AGT001815,2026-06-20,2027-06-20,2838115,11844,Quarterly,517,Medium,Active,2.69,3.16
POL000064726,CUST00086936,Motor,Corporate Partner,AGT001026,2025-06-04,2026-06-04,1477701,14912,Annual,432,Low,Active,11.89,3.63
POL000064727,CUST00076457,Health,Corporate Partner,AGT004834,2022-04-25,2023-04-25,598324,8794,Monthly,506,Medium,Active,8.99,1.07
POL000064728,CUST00095446,Motor,Broker,AGT004933,2022-12-18,2023-12-18,336663,8213,Quarterly,402,Low,Active,17.73,0.34
POL000064729,CUST00072237,Motor,Direct,AGT003243,2020-05-07,2021-05-07,293260,21762,Quarterly,427,Low,Active,19.82,3.98
POL000064730,CUST00000727,Health,Corporate Partner,AGT003738,2026-04-23,2046-04-18,508848,15482,Annual,418,Low,Expired,7.79,2.0
POL000064731,CUST00080439,Health,Broker,AGT003456,2025-09-05,2026-09-05,490831,24187,Monthly,404,Low,Active,9.79,4.41
POL000064732,CUST00000759,Health,Bancassurance,AGT004033,2021-08-15,2022-08-15,755575,19204,Annual,389,Low,Active,17.12,2.82
POL000064733,CUST00066719,Whole Life,Online,AGT002002,2023-01-09,2024-01-09,2354014,57665,Annual,485,Medium,Expired,18.52,0.38
POL000064734,CUST00020661,Health,Broker,AGT003338,2022-10-21,2023-10-21,774375,13246,Annual,250,Low,Active,8.91,1.6
POL000064735,CUST00021449,Health,Online,AGT004817,2022-05-16,2042-05-11,512893,19416,Monthly,340,Low,Active,19.18,1.67
POL000064736,CUST00090945,Home,Corporate Partner,AGT001927,2026-06-18,2027-06-18,3538603,8448,Annual,479,Low,Active,11.2,1.25
POL000064737,CUST00004449,Term Life,Online,AGT004761,2022-02-25,2023-02-25,4353705,12867,Quarterly,426,Low,Active,11.56,3.88
POL000064738,CUST00002266,Motor,Direct,AGT000508,2023-03-26,2024-03-25,571880,20595,Quarterly,338,Low,Cancelled,2.54,0.0
POL000064739,CUST00059767,Whole Life,Bancassurance,AGT000416,2021-11-01,2022-11-01,3258055,36982,Annual,361,Low,Active,5.4,2.98
POL000064740,CUST00000425,Term Life,Direct,AGT001230,2019-11-05,2020-11-04,2976714,16126,Annual,395,Low,Active,10.3,0.16
POL000064741,CUST00042964,Health,Corporate Partner,AGT001189,2025-10-27,2026-10-27,952310,20787,Annual,357,Low,Cancelled,11.66,0.61
POL000064742,CUST00068104,Health,Direct,AGT003706,2021-04-22,2026-04-21,676815,17982,Annual,369,Low,Active,9.37,1.2
POL000064743,CUST00041197,Whole Life,Corporate Partner,AGT002400,2019-07-24,2024-07-22,4885117,28753,Monthly,380,Low,Active,8.89,0.76
POL000064744,CUST00055859,Term Life,Direct,AGT000804,2019-09-04,2020-09-03,2342570,16856,Monthly,471,Low,Active,18.21,2.44
POL000064745,CUST00094361,Whole Life,Direct,AGT004650,2020-07-01,2030-06-29,3658077,53526,Annual,403,Low,Active,4.72,0.51
POL000064746,CUST00012899,Whole Life,Corporate Partner,AGT003151,2019-12-18,2039-12-13,8268090,54601,Annual,347,Low,Active,11.91,4.08
POL000064747,CUST00047149,Motor,Direct,AGT002252,2020-03-07,2021-03-07,627098,7814,Annual,401,Low,Cancelled,11.77,0.63
POL000064748,CUST00019710,Commercial,Online,AGT001532,2024-05-22,2025-05-22,2885277,68087,Monthly,309,Low,Expired,13.63,3.98
POL000064749,CUST00006591,Term Life,Corporate Partner,AGT004171,2026-06-01,2046-05-27,4676780,14433,Monthly,411,Low,Active,7.74,0.47
POL000064750,CUST00026557,Personal Accident,Direct,AGT003634,2023-09-04,2043-08-30,1226038,7759,Annual,470,Low,Active,19.64,3.5
POL000064751,CUST00063568,Home,Broker,AGT000348,2022-05-18,2023-05-18,3143572,13102,Monthly,405,Low,Active,5.9,3.28
POL000064752,CUST00089744,Commercial,Online,AGT003851,2026-01-22,2027-01-22,4463472,44758,Annual,508,Medium,Active,13.46,3.58
POL000064753,CUST00093052,Term Life,Broker,AGT002035,2025-02-19,2026-02-19,12907603,7579,Monthly,440,Low,Active,3.67,1.83
POL000064754,CUST00053187,Commercial,Bancassurance,AGT001446,2023-04-13,2024-04-12,6872691,72832,Annual,309,Low,Active,2.59,1.86
POL000064755,CUST00009201,Travel,Broker,AGT004944,2026-03-18,2046-03-13,317991,4626,Annual,477,Low,Active,6.29,4.9
POL000064756,CUST00081951,Health,Direct,AGT004204,2019-09-27,2020-09-26,258437,15261,Monthly,575,Medium,Active,16.23,0.09
POL000064757,CUST00095461,Motor,Agent,AGT001690,2019-09-15,2020-09-14,515397,10167,Monthly,505,Medium,Active,6.51,3.27
POL000064758,CUST00032383,Commercial,Online,AGT004067,2020-06-15,2021-06-15,5550611,39628,Annual,461,Low,Expired,14.6,2.56
POL000064759,CUST00074421,Motor,Corporate Partner,AGT002611,2024-07-06,2025-07-06,489521,22115,Annual,397,Low,Active,15.19,4.19
POL000064760,CUST00087222,Motor,Broker,AGT000238,2023-09-24,2024-09-23,1199373,14412,Half-Yearly,317,Low,Active,16.5,1.14
POL000064761,CUST00000254,Motor,Direct,AGT003784,2019-06-11,2020-06-10,316135,17894,Monthly,375,Low,Active,6.84,1.14
POL000064762,CUST00020200,Motor,Broker,AGT001131,2021-10-17,2022-10-17,782372,7629,Monthly,413,Low,Active,3.83,1.03
POL000064763,CUST00014125,Motor,Direct,AGT003683,2019-11-05,2039-10-31,346458,18132,Monthly,469,Low,Active,4.93,2.14
POL000064764,CUST00070475,Motor,Online,AGT001669,2026-02-20,2027-02-20,905229,18650,Annual,381,Low,Cancelled,15.82,3.71
POL000064765,CUST00027548,Health,Agent,AGT002171,2022-10-20,2027-10-19,686059,23900,Monthly,366,Low,Active,19.22,0.19
POL000064766,CUST00029792,Commercial,Corporate Partner,AGT002416,2021-12-03,2022-12-03,3492834,40696,Half-Yearly,421,Low,Active,12.93,1.06
POL000064767,CUST00032290,Motor,Direct,AGT001924,2020-04-12,2021-04-12,238734,22051,Quarterly,346,Low,Active,6.33,1.2
POL000064768,CUST00017959,Term Life,Broker,AGT001204,2022-01-16,2023-01-16,6608002,12148,Annual,357,Low,Active,15.15,2.22
POL000064769,CUST00043794,Home,Agent,AGT002393,2019-01-24,2020-01-24,2491232,14199,Annual,451,Low,Lapsed,8.92,3.96
POL000064770,CUST00026096,Personal Accident,Online,AGT001461,2024-04-06,2025-04-06,605078,6062,Annual,390,Low,Active,12.64,3.12
POL000064771,CUST00088059,Term Life,Online,AGT003079,2023-07-29,2043-07-24,4843994,19656,Annual,403,Low,Expired,4.55,3.78
POL000064772,CUST00012825,Health,Direct,AGT002430,2022-10-06,2023-10-06,424615,19537,Annual,400,Low,Active,1.89,1.62
POL000064773,CUST00042269,Health,Agent,AGT003736,2026-02-21,2027-02-21,780120,13724,Annual,433,Low,Active,5.96,0.95
POL000064774,CUST00070534,Home,Direct,AGT003121,2023-11-14,2024-11-13,4811119,6919,Annual,401,Low,Lapsed,3.45,3.92
POL000064775,CUST00001328,Health,Corporate Partner,AGT002161,2020-05-28,2021-05-28,582731,15631,Annual,358,Low,Active,1.08,3.92
POL000064776,CUST00034942,Health,Online,AGT000838,2024-09-20,2025-09-20,662354,17677,Annual,491,Medium,Active,1.54,0.38
POL000064777,CUST00059003,Term Life,Corporate Partner,AGT004583,2021-05-17,2022-05-17,13091294,18122,Half-Yearly,477,Low,Active,9.88,4.12
POL000064778,CUST00069628,Health,Direct,AGT001614,2020-02-17,2030-02-14,756674,12769,Quarterly,295,Low,Active,14.56,1.74
POL000064779,CUST00033668,Health,Broker,AGT004426,2019-07-23,2020-07-22,450163,23858,Annual,337,Low,Active,9.47,4.44
POL000064780,CUST00015526,Health,Corporate Partner,AGT002822,2020-03-07,2021-03-07,901708,26744,Monthly,380,Low,Active,6.73,0.37
POL000064781,CUST00090025,Personal Accident,Broker,AGT004415,2022-07-07,2023-07-07,3878396,7193,Monthly,358,Low,Lapsed,2.21,4.16
POL000064782,CUST00045025,Personal Accident,Online,AGT002826,2023-05-09,2024-05-08,2809663,6289,Monthly,369,Low,Active,18.77,3.55
POL000064783,CUST00068845,Term Life,Direct,AGT001055,2026-05-31,2027-05-31,5595576,8166,Annual,451,Low,Active,17.76,2.41
POL000064784,CUST00023434,Whole Life,Agent,AGT002383,2025-01-12,2026-01-12,2411284,47511,Annual,565,Medium,Active,5.74,4.02
POL000064785,CUST00061717,Motor,Bancassurance,AGT004399,2020-10-04,2021-10-04,300725,18544,Monthly,521,Medium,Active,19.96,2.87
POL000064786,CUST00040881,Health,Online,AGT003413,2025-10-16,2026-10-16,768293,12787,Monthly,330,Low,Lapsed,1.9,0.63
POL000064787,CUST00033807,Commercial,Bancassurance,AGT003341,2022-11-25,2023-11-25,9246774,47882,Half-Yearly,365,Low,Active,7.44,3.99
POL000064788,CUST00058493,Term Life,Bancassurance,AGT003729,2019-04-05,2020-04-04,3765112,17643,Annual,301,Low,Active,19.79,4.48
POL000064789,CUST00032971,Motor,Direct,AGT002992,2020-01-06,2021-01-05,699189,11652,Annual,376,Low,Cancelled,14.47,2.95
POL000064790,CUST00019303,Health,Broker,AGT002759,2019-06-25,2020-06-24,1249870,26081,Quarterly,458,Low,Active,12.87,4.96
POL000064791,CUST00078846,Health,Agent,AGT001318,2025-02-01,2026-02-01,893959,23232,Monthly,457,Low,Expired,15.54,0.2
POL000064792,CUST00005800,Health,Corporate Partner,AGT004737,2023-06-01,2024-05-31,527650,21515,Annual,350,Low,Active,11.53,3.45
POL000064793,CUST00089809,Motor,Bancassurance,AGT001963,2019-01-02,2020-01-02,1006699,9012,Annual,466,Low,Active,10.15,2.12
POL000064794,CUST00075990,Term Life,Online,AGT003022,2020-07-29,2030-07-27,5579835,17222,Monthly,556,Medium,Lapsed,8.09,1.45
POL000064795,CUST00067958,Health,Direct,AGT000879,2020-09-25,2021-09-25,434330,27691,Annual,314,Low,Expired,7.75,1.09
POL000064796,CUST00058839,Motor,Bancassurance,AGT001549,2023-09-06,2024-09-05,295277,14145,Monthly,312,Low,Active,11.5,1.63
POL000064797,CUST00079723,Motor,Agent,AGT000899,2020-07-14,2021-07-14,502626,8172,Monthly,457,Low,Active,17.54,1.74
POL000064798,CUST00033223,Whole Life,Agent,AGT001006,2019-02-19,2020-02-19,984151,34529,Annual,463,Low,Active,7.36,0.73
POL000064799,CUST00056863,Motor,Agent,AGT000797,2024-07-25,2025-07-25,1243677,14161,Monthly,517,Medium,Expired,19.07,0.45
POL000064800,CUST00054442,Term Life,Agent,AGT003480,2024-02-04,2044-01-30,8495520,16018,Annual,400,Low,Active,3.78,2.72
POL000064801,CUST00004880,Motor,Agent,AGT002947,2024-09-13,2029-09-12,417378,10762,Annual,453,Low,Active,1.19,0.17
POL000064802,CUST00057009,Personal Accident,Broker,AGT001737,2021-11-30,2022-11-30,1642821,6356,Monthly,327,Low,Active,17.23,1.28
POL000064803,CUST00079570,Whole Life,Bancassurance,AGT001554,2025-09-16,2026-09-16,2065126,47997,Annual,557,Medium,Active,4.8,2.09
POL000064804,CUST00006318,Term Life,Corporate Partner,AGT000546,2023-06-09,2028-06-07,10630167,16084,Monthly,417,Low,Active,8.22,2.83
POL000064805,CUST00074498,Motor,Agent,AGT003974,2021-07-28,2022-07-28,894120,16675,Annual,351,Low,Active,2.65,0.11
POL000064806,CUST00028248,Motor,Corporate Partner,AGT002140,2022-12-13,2042-12-08,1395151,9448,Annual,386,Low,Active,11.63,0.65
POL000064807,CUST00025156,Motor,Online,AGT003314,2021-12-30,2026-12-29,804720,13760,Monthly,406,Low,Active,2.63,1.1
POL000064808,CUST00021385,Commercial,Broker,AGT001629,2022-06-09,2023-06-09,4491691,53404,Annual,524,Medium,Lapsed,1.28,3.48
POL000064809,CUST00044808,Term Life,Broker,AGT002220,2026-07-17,2027-07-17,1632441,17946,Monthly,482,Medium,Expired,8.03,2.3
POL000064810,CUST00027071,Term Life,Online,AGT004314,2019-07-20,2024-07-18,1679857,18196,Monthly,381,Low,Lapsed,1.2,0.66
POL000064811,CUST00096566,Term Life,Corporate Partner,AGT002872,2022-02-10,2027-02-09,4280038,10140,Annual,322,Low,Active,19.49,2.45
POL000064812,CUST00090968,Commercial,Direct,AGT001728,2025-01-12,2026-01-12,3921280,74670,Annual,378,Low,Expired,9.21,4.17
POL000064813,CUST00060685,Term Life,Agent,AGT003813,2026-02-05,2027-02-05,4893141,27280,Half-Yearly,463,Low,Active,6.51,3.78
POL000064814,CUST00006237,Whole Life,Corporate Partner,AGT002526,2019-12-19,2020-12-18,4909085,31270,Quarterly,317,Low,Expired,5.87,3.05
POL000064815,CUST00078513,Commercial,Corporate Partner,AGT004681,2023-10-06,2024-10-05,4745173,37693,Monthly,449,Low,Expired,17.67,3.9
POL000064816,CUST00042807,Motor,Bancassurance,AGT004479,2020-04-20,2021-04-20,668132,18134,Quarterly,586,Medium,Active,10.31,0.74
POL000064817,CUST00089877,Health,Broker,AGT000940,2026-07-20,2027-07-20,299767,15825,Quarterly,341,Low,Active,2.62,1.72
POL000064818,CUST00041492,Personal Accident,Corporate Partner,AGT000398,2021-06-25,2022-06-25,837059,4698,Monthly,391,Low,Active,18.77,1.42
POL000064819,CUST00008880,Health,Direct,AGT004577,2019-05-03,2020-05-02,977160,14927,Annual,434,Low,Lapsed,7.04,1.97
POL000064820,CUST00022667,Term Life,Bancassurance,AGT002934,2021-11-24,2022-11-24,5315999,16314,Annual,474,Low,Active,7.34,2.17
POL000064821,CUST00035849,Motor,Agent,AGT004480,2020-12-31,2025-12-30,622079,28377,Half-Yearly,405,Low,Active,4.11,4.8
POL000064822,CUST00043253,Motor,Agent,AGT000371,2019-05-23,2024-05-21,862039,10104,Annual,406,Low,Expired,14.48,4.45
POL000064823,CUST00063671,Whole Life,Broker,AGT000432,2020-10-30,2021-10-30,1693414,38276,Annual,429,Low,Active,7.25,1.44
POL000064824,CUST00088486,Health,Agent,AGT000059,2024-06-30,2025-06-30,500802,18294,Annual,422,Low,Active,6.61,0.26
POL000064825,CUST00028533,Health,Corporate Partner,AGT002659,2019-12-03,2020-12-02,799055,28054,Monthly,543,Medium,Active,0.92,3.54
POL000064826,CUST00016137,Health,Corporate Partner,AGT004079,2025-10-11,2026-10-11,198474,27337,Monthly,424,Low,Active,3.3,3.95
POL000064827,CUST00000140,Motor,Corporate Partner,AGT003504,2025-10-10,2026-10-10,384711,13421,Annual,422,Low,Expired,0.33,4.07
POL000064828,CUST00065341,Motor,Online,AGT000322,2024-10-17,2025-10-17,544230,21683,Annual,475,Low,Active,3.37,0.18
POL000064829,CUST00055015,Home,Online,AGT003482,2026-01-09,2027-01-09,1778599,7505,Monthly,414,Low,Expired,6.32,4.78
POL000064830,CUST00026516,Commercial,Online,AGT003900,2022-07-02,2023-07-02,5486128,60864,Annual,424,Low,Expired,5.37,2.34
POL000064831,CUST00046269,Health,Broker,AGT001213,2021-02-24,2022-02-24,370704,11041,Annual,425,Low,Active,6.08,2.77
POL000064832,CUST00091006,Term Life,Bancassurance,AGT003224,2020-10-07,2040-10-02,11182784,4289,Annual,480,Medium,Active,12.95,1.22
POL000064833,CUST00058314,Travel,Bancassurance,AGT002288,2023-09-29,2024-09-28,211196,2878,Annual,463,Low,Active,7.69,1.08
POL000064834,CUST00050850,Motor,Direct,AGT001916,2023-10-01,2024-09-30,879436,17063,Annual,497,Medium,Active,1.77,1.35
POL000064835,CUST00091677,Term Life,Corporate Partner,AGT001637,2023-07-15,2028-07-13,2802265,16434,Annual,436,Low,Expired,11.17,2.64
POL000064836,CUST00006306,Term Life,Online,AGT001027,2021-04-02,2022-04-02,6381377,15027,Annual,341,Low,Active,19.68,4.47
POL000064837,CUST00029168,Motor,Bancassurance,AGT001454,2019-07-22,2020-07-21,552949,22855,Annual,462,Low,Active,16.3,4.3
POL000064838,CUST00066196,Health,Broker,AGT003202,2021-08-04,2026-08-03,827416,14156,Monthly,424,Low,Active,1.7,0.64
POL000064839,CUST00051721,Health,Corporate Partner,AGT003779,2024-04-12,2025-04-12,1136315,19895,Annual,498,Medium,Active,7.39,1.14
POL000064840,CUST00055921,Health,Corporate Partner,AGT001626,2024-09-23,2029-09-22,454963,14099,Monthly,250,Low,Active,18.34,4.01
POL000064841,CUST00076357,Whole Life,Corporate Partner,AGT004458,2022-09-05,2023-09-05,3462049,51739,Quarterly,511,Medium,Lapsed,7.69,3.89
POL000064842,CUST00049523,Term Life,Broker,AGT002153,2022-04-10,2023-04-10,4765263,26628,Annual,400,Low,Active,5.56,3.13
POL000064843,CUST00003585,Whole Life,Agent,AGT001855,2022-06-03,2023-06-03,3509220,29010,Annual,380,Low,Expired,0.88,3.41
POL000064844,CUST00026619,Travel,Broker,AGT001343,2020-04-22,2021-04-22,272823,2394,Annual,408,Low,Active,5.85,4.78
POL000064845,CUST00049356,Health,Corporate Partner,AGT002309,2024-09-18,2025-09-18,949250,14017,Annual,494,Medium,Lapsed,9.5,4.83
POL000064846,CUST00057640,Term Life,Direct,AGT000053,2022-10-30,2023-10-30,4467924,8686,Monthly,362,Low,Active,4.73,0.45
POL000064847,CUST00084533,Motor,Direct,AGT001538,2026-06-16,2027-06-16,483390,9012,Annual,412,Low,Active,17.8,3.08
POL000064848,CUST00008396,Health,Agent,AGT000029,2026-03-09,2027-03-09,443206,17214,Half-Yearly,353,Low,Active,11.43,4.3
POL000064849,CUST00010438,Health,Direct,AGT000866,2026-07-23,2046-07-18,753554,21033,Annual,360,Low,Active,17.32,2.34
POL000064850,CUST00018057,Health,Direct,AGT004975,2022-01-19,2023-01-19,340243,21633,Monthly,452,Low,Active,4.11,4.4
POL000064851,CUST00040297,Health,Broker,AGT002856,2020-01-18,2030-01-15,2365315,17368,Monthly,512,Medium,Active,5.59,4.44
POL000064852,CUST00035468,Motor,Corporate Partner,AGT003341,2021-04-13,2022-04-13,677889,23166,Quarterly,544,Medium,Active,13.91,2.54
POL000064853,CUST00069914,Motor,Agent,AGT004670,2019-10-11,2029-10-08,1100532,8223,Quarterly,445,Low,Active,2.3,3.75
POL000064854,CUST00084985,Term Life,Online,AGT001480,2022-11-21,2032-11-18,4678326,10238,Monthly,335,Low,Active,6.73,0.07
POL000064855,CUST00076293,Travel,Direct,AGT000575,2021-11-21,2022-11-21,189203,3362,Monthly,284,Low,Lapsed,0.25,3.05
POL000064856,CUST00071163,Term Life,Agent,AGT003374,2019-03-15,2020-03-14,4275224,29192,Monthly,405,Low,Active,14.09,3.68
POL000064857,CUST00056374,Whole Life,Online,AGT004404,2022-05-09,2023-05-09,3859737,42745,Monthly,374,Low,Active,6.43,2.98
POL000064858,CUST00029509,Health,Agent,AGT000978,2025-08-03,2026-08-03,786031,20425,Quarterly,334,Low,Expired,5.47,1.36
POL000064859,CUST00049863,Health,Online,AGT002191,2024-08-05,2025-08-05,936292,10568,Annual,525,Medium,Active,4.07,4.6
POL000064860,CUST00034638,Home,Broker,AGT001719,2022-08-28,2023-08-28,3377512,6608,Annual,497,Medium,Active,5.36,0.27
POL000064861,CUST00039231,Health,Broker,AGT001442,2020-05-07,2040-05-02,604913,16411,Quarterly,274,Low,Active,1.85,3.1
POL000064862,CUST00068974,Commercial,Online,AGT001391,2024-10-04,2025-10-04,4494108,52992,Monthly,372,Low,Active,2.92,3.95
POL000064863,CUST00072798,Health,Broker,AGT000516,2022-12-18,2023-12-18,597784,11693,Annual,515,Medium,Cancelled,15.56,1.44
POL000064864,CUST00030174,Whole Life,Direct,AGT004414,2026-05-11,2027-05-11,1544431,19788,Annual,410,Low,Lapsed,3.52,2.14
POL000064865,CUST00018007,Motor,Online,AGT001023,2020-08-02,2021-08-02,567847,10647,Monthly,426,Low,Active,7.13,1.35
POL000064866,CUST00088810,Travel,Corporate Partner,AGT003026,2023-08-02,2028-07-31,144406,2439,Annual,552,Medium,Active,18.59,0.79
POL000064867,CUST00099321,Motor,Online,AGT004913,2021-07-31,2022-07-31,361807,14576,Annual,271,Low,Active,10.83,1.08
POL000064868,CUST00081428,Term Life,Bancassurance,AGT004149,2021-07-12,2022-07-12,4749220,15469,Monthly,394,Low,Active,9.04,3.35
POL000064869,CUST00099432,Health,Agent,AGT003385,2020-05-08,2021-05-08,799985,14267,Annual,406,Low,Active,14.54,4.07
POL000064870,CUST00003507,Motor,Corporate Partner,AGT003197,2024-02-12,2025-02-11,673983,14717,Monthly,497,Medium,Cancelled,3.95,0.2
POL000064871,CUST00073743,Whole Life,Direct,AGT002085,2020-03-20,2021-03-20,1901496,23030,Annual,250,Low,Active,6.24,2.7
POL000064872,CUST00006894,Commercial,Online,AGT002452,2021-04-08,2022-04-08,6345397,29860,Monthly,387,Low,Expired,3.2,4.5
POL000064873,CUST00091700,Commercial,Bancassurance,AGT000999,2025-01-16,2026-01-16,17328864,33059,Quarterly,561,Medium,Active,9.4,3.52
POL000064874,CUST00034691,Travel,Broker,AGT000850,2026-08-15,2046-08-10,187547,3775,Quarterly,368,Low,Expired,12.14,2.97
