CLAIM_ID,POLICY_ID,CUSTOMER_ID,CLAIM_TYPE,INCIDENT_DATE,REPORTED_DATE,CLAIM_AMOUNT,CLAIM_STATUS,SETTLEMENT_AMOUNT,PROCESSING_DAYS,FRAUD_FLAG,FRAUD_SCORE,SOURCE,CLAIM_SEVERITY
CLM000032927,POL000045526,CUST00077611,Theft,2023-02-11,2023-02-13,109701,Approved,91684,20,No,0.91,Third Party,High
CLM000032928,POL000039971,CUST00001988,Liability,2022-08-26,2022-09-01,18559,Approved,17666,41,No,0.6935,Customer,Medium
CLM000032929,POL000032831,CUST00022760,Hospitalization,2023-11-07,2023-11-17,35852,Approved,30722,26,No,0.9282,Garage,Medium
CLM000032930,POL000053184,CUST00082487,Liability,2026-07-05,2026-07-13,30028,Approved,24982,21,No,0.2775,Customer,Medium
CLM000032931,POL000051683,CUST00070537,Theft,2025-11-23,2025-12-01,407578,Partially Approved,265822,16,No,0.7545,Police,Low
CLM000032932,POL000017374,CUST00054201,Accident,2022-01-22,2022-01-26,2826,Approved,2361,16,No,0.7621,Police,Medium
CLM000032933,POL000125355,CUST00001255,Travel Disruption,2022-08-26,2022-09-07,3344346,Approved,2796751,12,No,0.7376,Hospital,Low
CLM000032934,POL000008789,CUST00004753,Vehicle Damage,2024-08-09,2024-08-11,17075,Approved,14381,8,No,0.8201,Garage,Low
CLM000032935,POL000084478,CUST00009391,Theft,2024-02-07,2024-02-11,202483,Approved,175273,24,No,0.5367,Police,Low
CLM000032936,POL000135028,CUST00007435,Vehicle Damage,2023-05-05,2023-05-10,63097,Approved,58693,25,No,0.4471,Third Party,Low
CLM000032937,POL000056334,CUST00027356,Liability,2024-01-14,2024-01-18,6379,Approved,5530,23,No,0.9355,Customer,Low
CLM000032938,POL000114639,CUST00043269,Accident,2023-07-02,2023-07-06,969454,Under Investigation,0,15,No,0.3776,Third Party,High
CLM000032939,POL000004811,CUST00065503,Liability,2023-11-25,2023-12-02,169164,Approved,136550,24,No,0.9306,Police,Low
CLM000032940,POL000112905,CUST00011855,Property Damage,2024-10-29,2024-11-02,14971,Approved,12529,19,No,0.2527,Hospital,Low
CLM000032941,POL000102475,CUST00083355,Travel Disruption,2023-08-16,2023-08-24,552096,Approved,496874,7,No,0.4299,Hospital,Medium
CLM000032942,POL000141323,CUST00010545,Theft,2023-06-08,2023-06-11,63342,Approved,61639,32,No,0.5908,Customer,Medium
CLM000032943,POL000007180,CUST00095864,Property Damage,2023-04-05,2023-04-05,148988,Approved,125701,20,No,0.0563,Customer,High
CLM000032944,POL000076313,CUST00092144,Hospitalization,2026-03-16,2026-03-17,115162,Partially Approved,45713,8,No,0.617,Hospital,Low
CLM000032945,POL000006162,CUST00035528,Accident,2025-11-07,2025-11-23,701889,Under Investigation,0,22,No,0.8051,Garage,High
CLM000032946,POL000116818,CUST00054411,Property Damage,2023-04-19,2023-04-25,57144,Approved,50259,8,No,0.774,Hospital,Low
CLM000032947,POL000054719,CUST00048561,Property Damage,2022-08-03,2022-08-10,19792,Approved,17741,30,No,0.5635,Police,Low
CLM000032948,POL000127710,CUST00023360,Vehicle Damage,2023-01-14,2023-01-17,6399,Approved,6002,18,No,0.4774,Surveyor,Medium
CLM000032949,POL000050285,CUST00065641,Death,2022-04-10,2022-04-15,27344,Rejected,0,17,No,0.5387,Third Party,Low
CLM000032950,POL000128640,CUST00055738,Hospitalization,2023-08-15,2023-08-22,625817,Approved,561648,39,No,0.6605,Police,High
CLM000032951,POL000058675,CUST00015933,Vehicle Damage,2026-01-09,2026-01-10,66412,Approved,59280,8,No,0.2135,Police,Low
CLM000032952,POL000146940,CUST00060169,Vehicle Damage,2023-09-02,2023-09-04,1311600,Approved,1153279,38,No,0.6652,Surveyor,Medium
CLM000032953,POL000143137,CUST00061868,Theft,2022-10-03,2022-10-04,51021,Partially Approved,35626,17,No,0.2852,Garage,Low
CLM000032954,POL000092182,CUST00054062,Death,2025-04-12,2025-04-14,169320,Approved,158125,12,No,0.4167,Surveyor,Medium
CLM000032955,POL000075872,CUST00035564,Vehicle Damage,2026-07-17,2026-07-17,12674,Approved,10903,10,No,0.7941,Police,Low
CLM000032956,POL000020374,CUST00051110,Property Damage,2025-02-17,2025-02-20,69183,Approved,66876,9,No,0.7875,Third Party,Medium
CLM000032957,POL000111307,CUST00067941,Travel Disruption,2024-10-15,2024-10-20,37918,Approved,36912,17,No,0.1965,Hospital,Medium
CLM000032958,POL000024850,CUST00074850,Accident,2023-03-05,2023-03-13,27285,Approved,22188,19,No,0.0644,Surveyor,Low
CLM000032959,POL000064419,CUST00040303,Liability,2024-10-21,2024-10-25,48824,Partially Approved,24940,12,No,0.5113,Garage,High
CLM000032960,POL000125627,CUST00098593,Travel Disruption,2022-05-01,2022-05-13,252135,Approved,243467,30,No,0.5594,Garage,Medium
CLM000032961,POL000020181,CUST00047329,Liability,2023-08-22,2023-08-24,1007982,Approved,851223,24,No,0.4689,Garage,Low
CLM000032962,POL000071706,CUST00060266,Vehicle Damage,2022-02-02,2022-02-02,2000513,Approved,1717566,13,No,0.2699,Surveyor,Medium
CLM000032963,POL000056895,CUST00027158,Theft,2025-12-20,2025-12-24,1137511,Approved,1069559,16,No,0.7281,Customer,Medium
CLM000032964,POL000043577,CUST00084163,Property Damage,2024-08-17,2024-08-24,43212,Approved,36234,17,No,0.957,Surveyor,High
CLM000032965,POL000039606,CUST00097561,Vehicle Damage,2023-07-31,2023-08-03,17314,Approved,14137,26,No,0.3911,Hospital,Low
CLM000032966,POL000138220,CUST00017058,Death,2026-06-24,2026-06-30,17273,Approved,16577,15,No,0.437,Police,Medium
CLM000032967,POL000049278,CUST00092023,Accident,2026-04-12,2026-04-14,84233,Rejected,0,23,No,0.3388,Third Party,Low
CLM000032968,POL000145212,CUST00042906,Travel Disruption,2024-12-29,2025-01-01,69111,Approved,56153,23,No,0.4257,Third Party,Medium
CLM000032969,POL000144351,CUST00010365,Hospitalization,2024-08-21,2024-09-01,23347,Under Investigation,0,31,No,0.2782,Customer,Medium
CLM000032970,POL000007788,CUST00082461,Travel Disruption,2024-05-06,2024-05-14,780717,Approved,722255,23,No,0.5533,Customer,Low
CLM000032971,POL000140687,CUST00001872,Death,2025-07-01,2025-07-10,81531,Rejected,0,21,Suspected,0.4732,Third Party,Medium
CLM000032972,POL000035717,CUST00036238,Theft,2024-01-21,2024-01-21,4307376,Approved,3835113,9,No,0.9013,Garage,Medium
CLM000032973,POL000077130,CUST00032038,Liability,2026-07-04,2026-07-09,43975,Partially Approved,17297,25,No,0.3866,Third Party,Medium
CLM000032974,POL000146571,CUST00083341,Accident,2025-06-30,2025-07-05,64364,Pending,0,4,No,0.8319,Garage,Low
CLM000032975,POL000051370,CUST00059549,Property Damage,2024-12-13,2024-12-21,70673,Rejected,0,44,No,0.9043,Third Party,Low
CLM000032976,POL000011211,CUST00027286,Vehicle Damage,2022-01-04,2022-01-13,877362,Approved,800921,26,No,0.5618,Garage,Medium
CLM000032977,POL000094267,CUST00062845,Travel Disruption,2022-11-23,2022-11-28,13870,Under Investigation,0,12,No,0.5274,Surveyor,Low
CLM000032978,POL000146567,CUST00061554,Theft,2022-07-22,2022-07-27,157593,Under Investigation,0,8,No,0.3169,Customer,Low
CLM000032979,POL000117775,CUST00025102,Accident,2022-09-08,2022-09-10,23660,Approved,23647,16,No,0.0656,Surveyor,Medium
CLM000032980,POL000147081,CUST00070037,Vehicle Damage,2023-08-18,2023-08-19,287220,Approved,261930,40,No,0.6253,Hospital,Low
CLM000032981,POL000138770,CUST00051971,Accident,2024-06-30,2024-07-10,190739,Approved,185106,43,No,0.3768,Customer,Medium
CLM000032982,POL000060780,CUST00043761,Accident,2022-07-14,2022-07-26,342198,Approved,317279,20,No,0.4867,Hospital,High
CLM000032983,POL000042795,CUST00042903,Theft,2024-01-11,2024-01-20,2212773,Pending,0,34,No,0.9383,Hospital,Medium
CLM000032984,POL000128409,CUST00054431,Liability,2024-05-20,2024-06-01,174574,Approved,161240,40,No,0.7649,Hospital,Low
CLM000032985,POL000028029,CUST00009153,Accident,2022-11-05,2022-11-15,158874,Approved,137881,23,No,0.5478,Garage,Low
CLM000032986,POL000129048,CUST00044104,Liability,2022-10-01,2022-10-04,275460,Partially Approved,182475,5,No,0.744,Customer,Medium
CLM000032987,POL000054583,CUST00085998,Travel Disruption,2025-03-12,2025-03-14,104012,Approved,85578,7,No,0.1877,Third Party,Medium
CLM000032988,POL000148137,CUST00064757,Accident,2023-11-26,2023-11-27,20950,Approved,18787,6,No,0.6895,Hospital,Medium
CLM000032989,POL000068603,CUST00047847,Theft,2023-03-10,2023-03-14,194737,Approved,181618,11,No,0.4988,Police,Low
CLM000032990,POL000070931,CUST00046587,Liability,2025-09-14,2025-09-19,1202975,Approved,1173068,12,No,0.2185,Third Party,Low
CLM000032991,POL000074791,CUST00032390,Death,2025-03-19,2025-03-27,32356,Approved,28357,20,No,0.8407,Garage,Medium
CLM000032992,POL000022474,CUST00040657,Property Damage,2024-07-08,2024-07-15,57063,Partially Approved,21005,13,No,0.6403,Hospital,Low
CLM000032993,POL000044798,CUST00095329,Theft,2024-01-06,2024-01-07,23309,Approved,20850,9,No,0.0224,Surveyor,Medium
CLM000032994,POL000113164,CUST00038425,Hospitalization,2022-08-13,2022-08-20,91143,Pending,0,8,No,0.2538,Customer,Medium
CLM000032995,POL000126930,CUST00059521,Death,2025-06-28,2025-07-02,86838,Approved,84941,20,No,0.6483,Third Party,Medium
CLM000032996,POL000012508,CUST00070267,Liability,2022-04-17,2022-04-18,1880415,Approved,1579010,7,No,0.6455,Surveyor,Low
CLM000032997,POL000111882,CUST00021636,Property Damage,2025-05-28,2025-06-11,46094,Partially Approved,32852,9,No,0.4169,Customer,Low
CLM000032998,POL000093762,CUST00012780,Accident,2026-02-26,2026-03-02,29753,Approved,25225,19,No,0.4229,Police,Low
CLM000032999,POL000068987,CUST00015239,Accident,2026-06-07,2026-06-14,45133,Approved,37263,19,No,0.7013,Hospital,Low
CLM000033000,POL000011951,CUST00069979,Travel Disruption,2024-08-03,2024-08-05,43533,Approved,38347,23,No,0.9612,Surveyor,Medium
CLM000033001,POL000019737,CUST00077944,Theft,2024-06-24,2024-06-30,17144,Rejected,0,47,No,0.237,Garage,Low
CLM000033002,POL000094234,CUST00009888,Vehicle Damage,2023-06-27,2023-07-04,28661,Approved,26504,8,No,0.7156,Hospital,Low
CLM000033003,POL000125190,CUST00068200,Death,2025-05-04,2025-05-08,48088,Partially Approved,32910,36,No,0.7096,Third Party,Low
CLM000033004,POL000032888,CUST00007956,Accident,2024-09-08,2024-09-13,89211,Pending,0,10,No,0.4983,Garage,Low
CLM000033005,POL000026705,CUST00065744,Theft,2024-03-04,2024-03-07,198505,Pending,0,7,No,0.051,Surveyor,High
CLM000033006,POL000147619,CUST00038413,Theft,2026-06-14,2026-06-17,79857,Rejected,0,25,No,0.5309,Surveyor,Medium
CLM000033007,POL000095182,CUST00072634,Theft,2024-08-26,2024-09-05,44247,Approved,39168,10,No,0.8253,Garage,Medium
CLM000033008,POL000136847,CUST00085606,Vehicle Damage,2026-08-12,2026-08-16,68663,Approved,59768,6,No,0.4913,Customer,Low
CLM000033009,POL000070575,CUST00049360,Hospitalization,2024-04-26,2024-05-01,35328,Rejected,0,19,No,0.7285,Customer,Medium
CLM000033010,POL000000961,CUST00053426,Vehicle Damage,2023-02-24,2023-03-01,54928,Rejected,0,27,No,0.8361,Surveyor,Low
CLM000033011,POL000101042,CUST00074102,Hospitalization,2022-04-06,2022-04-09,30813,Approved,28765,42,No,0.4494,Customer,High
CLM000033012,POL000058707,CUST00097977,Vehicle Damage,2023-04-04,2023-04-09,1181812,Approved,1087597,7,No,0.8627,Surveyor,Medium
CLM000033013,POL000100468,CUST00031102,Travel Disruption,2023-07-10,2023-07-17,22042,Pending,0,30,No,0.2495,Surveyor,Medium
CLM000033014,POL000134104,CUST00056341,Hospitalization,2025-12-12,2025-12-13,741120,Approved,707459,20,No,0.4769,Police,Low
CLM000033015,POL000094454,CUST00018346,Travel Disruption,2023-11-05,2023-11-10,264688,Approved,225132,19,No,0.698,Surveyor,High
CLM000033016,POL000135073,CUST00012022,Death,2026-05-13,2026-05-16,141409,Partially Approved,62683,14,No,0.2747,Garage,Low
CLM000033017,POL000124793,CUST00012519,Liability,2026-07-22,2026-07-27,111196,Under Investigation,0,17,No,0.6935,Surveyor,Medium
CLM000033018,POL000126125,CUST00031167,Accident,2022-03-05,2022-03-07,39971,Partially Approved,16662,7,No,0.0068,Third Party,Medium
CLM000033019,POL000135049,CUST00075747,Hospitalization,2022-04-17,2022-05-07,8257,Partially Approved,5234,3,No,0.1235,Customer,Low
CLM000033020,POL000064508,CUST00082522,Death,2025-04-27,2025-04-29,38199,Approved,36492,20,No,0.567,Hospital,Low
CLM000033021,POL000111807,CUST00049297,Vehicle Damage,2025-03-12,2025-03-13,191732,Approved,190878,44,No,0.051,Garage,Medium
CLM000033022,POL000123395,CUST00042913,Property Damage,2023-12-09,2023-12-12,295138,Approved,239765,6,No,0.8656,Garage,Low
CLM000033023,POL000103764,CUST00026259,Accident,2023-01-04,2023-01-06,23237,Partially Approved,12208,20,No,0.2037,Garage,Medium
CLM000033024,POL000147350,CUST00081065,Theft,2023-08-12,2023-08-27,148716,Approved,142825,10,No,0.1708,Customer,Medium
CLM000033025,POL000058991,CUST00015541,Travel Disruption,2025-12-09,2025-12-22,65477,Approved,59809,30,No,0.4996,Hospital,High
CLM000033026,POL000065831,CUST00070855,Hospitalization,2025-03-27,2025-03-29,387200,Under Investigation,0,25,No,0.5422,Police,Low
CLM000033027,POL000018706,CUST00055258,Travel Disruption,2026-07-03,2026-07-09,99586,Under Investigation,0,11,No,0.3767,Customer,Low
CLM000033028,POL000009347,CUST00092798,Accident,2026-07-05,2026-07-08,54513,Approved,51066,17,No,0.1529,Customer,Low
CLM000033029,POL000135981,CUST00026518,Accident,2025-01-30,2025-02-05,13015,Approved,10814,10,No,0.4729,Surveyor,Low
CLM000033030,POL000027062,CUST00005220,Travel Disruption,2022-03-04,2022-03-08,164021,Partially Approved,79143,10,No,0.8498,Third Party,Low
CLM000033031,POL000148564,CUST00001747,Property Damage,2026-05-06,2026-05-15,56351,Under Investigation,0,21,No,0.3577,Third Party,Low
CLM000033032,POL000058834,CUST00015042,Property Damage,2025-11-15,2025-11-21,18111,Approved,17548,6,No,0.8012,Surveyor,Low
CLM000033033,POL000049305,CUST00012933,Vehicle Damage,2022-10-08,2022-10-17,318227,Approved,304794,15,No,0.8332,Hospital,Low
CLM000033034,POL000061024,CUST00059859,Accident,2026-03-13,2026-03-19,12904,Approved,11739,12,No,0.2408,Surveyor,Low
CLM000033035,POL000022090,CUST00026743,Liability,2023-09-18,2023-09-23,14648,Approved,13920,11,No,0.5957,Hospital,Medium
CLM000033036,POL000079810,CUST00079961,Hospitalization,2022-12-19,2022-12-26,268530,Approved,241139,15,No,0.4675,Customer,High
CLM000033037,POL000031814,CUST00042021,Vehicle Damage,2025-02-02,2025-02-03,92623,Approved,87008,11,No,0.1399,Customer,Medium
CLM000033038,POL000078282,CUST00072953,Vehicle Damage,2023-03-02,2023-03-07,109209,Approved,102130,14,No,0.3766,Customer,Medium
CLM000033039,POL000134618,CUST00063383,Liability,2022-04-09,2022-04-13,72103,Approved,70479,11,No,0.2682,Customer,Low
CLM000033040,POL000077158,CUST00092703,Death,2023-03-31,2023-04-01,61255,Rejected,0,13,Suspected,0.7501,Third Party,Medium
CLM000033041,POL000044802,CUST00089021,Hospitalization,2023-07-16,2023-07-18,14790,Approved,12281,12,No,0.6576,Police,Low
CLM000033042,POL000030464,CUST00052892,Theft,2022-05-17,2022-06-04,51133,Under Investigation,0,17,No,0.888,Hospital,Low
CLM000033043,POL000065390,CUST00097104,Accident,2022-07-18,2022-07-21,280349,Rejected,0,15,No,0.8157,Third Party,Low
CLM000033044,POL000126244,CUST00042070,Accident,2025-06-06,2025-06-25,92442,Approved,76989,12,No,0.6433,Customer,Medium
CLM000033045,POL000100706,CUST00033678,Travel Disruption,2022-10-19,2022-10-22,22410,Approved,21286,47,No,0.0354,Surveyor,Medium
CLM000033046,POL000048265,CUST00047435,Accident,2025-04-03,2025-04-11,163114,Pending,0,14,No,0.0824,Hospital,Medium
CLM000033047,POL000129316,CUST00005685,Death,2024-11-23,2024-11-26,338931,Approved,323150,8,No,0.4581,Customer,Medium
CLM000033048,POL000029294,CUST00046447,Death,2024-07-07,2024-07-11,109664,Approved,93366,30,No,0.0781,Garage,Low
CLM000033049,POL000083024,CUST00092920,Hospitalization,2022-08-19,2022-08-21,28233,Partially Approved,13708,24,No,0.7795,Third Party,Medium
CLM000033050,POL000069477,CUST00001339,Travel Disruption,2025-09-18,2025-09-19,253231,Approved,230381,5,No,0.239,Third Party,Low
CLM000033051,POL000063826,CUST00082107,Vehicle Damage,2026-07-29,2026-08-01,7233,Approved,6034,11,No,0.9973,Customer,Low
CLM000033052,POL000104476,CUST00042041,Accident,2024-07-28,2024-07-31,62709,Approved,54376,25,No,0.8865,Police,Low
CLM000033053,POL000141570,CUST00046398,Vehicle Damage,2024-05-17,2024-05-25,18526,Approved,17041,27,No,0.8405,Surveyor,Low
CLM000033054,POL000062930,CUST00000081,Accident,2023-10-11,2023-10-14,95507,Approved,89408,16,No,0.719,Police,Low
CLM000033055,POL000042721,CUST00091355,Death,2024-11-20,2024-12-03,1967078,Rejected,0,12,No,0.4453,Third Party,Medium
CLM000033056,POL000079712,CUST00033900,Theft,2022-06-11,2022-06-14,84400,Approved,74533,26,No,0.7808,Surveyor,Medium
CLM000033057,POL000057585,CUST00000645,Liability,2026-07-01,2026-07-06,134034,Approved,120788,40,No,0.3104,Police,Low
CLM000033058,POL000122297,CUST00074646,Liability,2022-12-07,2022-12-09,66592,Rejected,0,13,No,0.5016,Third Party,Low
CLM000033059,POL000077957,CUST00017494,Travel Disruption,2024-06-03,2024-06-06,243584,Approved,205146,25,No,0.4044,Surveyor,Low
CLM000033060,POL000092143,CUST00016125,Travel Disruption,2025-03-06,2025-03-09,20328,Approved,17875,27,Suspected,0.361,Surveyor,High
CLM000033061,POL000087241,CUST00085369,Property Damage,2024-05-11,2024-05-19,568351,Approved,531650,33,No,0.1568,Third Party,Low
CLM000033062,POL000062479,CUST00040262,Accident,2022-10-10,2022-10-14,263553,Pending,0,26,No,0.1928,Customer,Low
CLM000033063,POL000033527,CUST00097658,Vehicle Damage,2024-12-02,2024-12-08,105405,Approved,101899,19,No,0.3091,Customer,Low
CLM000033064,POL000107222,CUST00051919,Theft,2024-11-17,2024-11-20,452610,Approved,395995,26,No,0.4127,Police,Medium
CLM000033065,POL000008951,CUST00044910,Theft,2026-08-23,2026-08-30,27223,Approved,26427,30,No,0.7181,Hospital,Low
CLM000033066,POL000108926,CUST00022289,Accident,2024-01-14,2024-01-20,146140,Approved,135791,21,No,0.049,Third Party,Low
CLM000033067,POL000071468,CUST00014862,Travel Disruption,2024-10-12,2024-10-12,182814,Approved,167770,15,No,0.1226,Hospital,Medium
CLM000033068,POL000043829,CUST00064815,Liability,2022-10-28,2022-11-03,114243,Approved,96125,17,No,0.5992,Surveyor,Medium
CLM000033069,POL000140259,CUST00063309,Accident,2023-05-05,2023-05-13,43458,Approved,35371,14,No,0.6716,Customer,Medium
CLM000033070,POL000057857,CUST00040323,Liability,2025-08-13,2025-09-05,42484,Approved,35281,19,No,0.0726,Third Party,Medium
CLM000033071,POL000084384,CUST00002852,Liability,2023-02-02,2023-02-03,24218,Approved,19835,5,No,0.1024,Hospital,Low
CLM000033072,POL000066224,CUST00039064,Hospitalization,2023-11-03,2023-11-04,62377,Approved,56499,26,No,0.7075,Surveyor,Medium
CLM000033073,POL000037767,CUST00078160,Travel Disruption,2024-03-04,2024-03-12,60313,Rejected,0,25,No,0.1983,Hospital,Low
CLM000033074,POL000035495,CUST00072236,Vehicle Damage,2022-10-29,2022-11-04,8804,Approved,8663,22,No,0.6133,Hospital,Low
CLM000033075,POL000046171,CUST00094755,Accident,2023-08-25,2023-09-01,41061,Approved,36916,8,No,0.6445,Police,Low
CLM000033076,POL000134881,CUST00086739,Theft,2023-08-20,2023-08-25,115871,Approved,106470,22,No,0.5579,Hospital,Medium
CLM000033077,POL000141079,CUST00072326,Vehicle Damage,2024-05-20,2024-05-27,21331,Approved,17150,31,No,0.8972,Police,Medium
CLM000033078,POL000131328,CUST00088296,Travel Disruption,2024-02-23,2024-02-25,48493,Rejected,0,11,Suspected,0.4513,Customer,Medium
CLM000033079,POL000038732,CUST00069090,Death,2022-05-01,2022-05-03,21483,Approved,19646,31,No,0.696,Surveyor,Low
CLM000033080,POL000042573,CUST00003867,Liability,2023-04-29,2023-05-07,279327,Partially Approved,113933,18,No,0.3318,Police,Medium
CLM000033081,POL000094034,CUST00024985,Liability,2025-08-09,2025-08-11,377454,Approved,336206,4,No,0.2857,Hospital,Low
CLM000033082,POL000050376,CUST00096626,Property Damage,2026-05-10,2026-05-14,446814,Partially Approved,274568,33,No,0.3232,Third Party,Low
CLM000033083,POL000033039,CUST00058889,Liability,2025-09-14,2025-09-25,54539,Approved,51944,14,No,0.9468,Third Party,Medium
CLM000033084,POL000118114,CUST00063913,Accident,2026-07-30,2026-08-02,11390,Approved,11365,22,No,0.336,Garage,Low
CLM000033085,POL000090192,CUST00064575,Hospitalization,2022-05-19,2022-05-27,438880,Approved,377298,11,No,0.838,Customer,Low
CLM000033086,POL000043313,CUST00023124,Vehicle Damage,2025-07-03,2025-07-07,158330,Approved,154671,31,No,0.3557,Third Party,Medium
CLM000033087,POL000138082,CUST00040492,Liability,2023-04-07,2023-04-10,522120,Approved,452069,14,No,0.3089,Third Party,Medium
CLM000033088,POL000083426,CUST00037473,Property Damage,2025-04-27,2025-04-29,1060958,Pending,0,22,No,0.92,Garage,Medium
CLM000033089,POL000092650,CUST00071823,Vehicle Damage,2023-12-13,2023-12-16,26908,Approved,23439,17,No,0.0866,Customer,Low
CLM000033090,POL000061661,CUST00053224,Travel Disruption,2024-11-18,2024-11-22,1175264,Approved,1111573,19,No,0.9415,Customer,High
CLM000033091,POL000128810,CUST00010674,Accident,2022-01-22,2022-01-30,61480,Approved,49743,10,No,0.7049,Third Party,Medium
CLM000033092,POL000085363,CUST00054914,Death,2026-02-27,2026-03-01,17288,Approved,16458,10,No,0.091,Police,Low
CLM000033093,POL000056141,CUST00044656,Liability,2023-01-02,2023-01-03,11848,Approved,10176,18,No,0.0662,Garage,Medium
CLM000033094,POL000120482,CUST00086566,Property Damage,2025-02-02,2025-02-03,21095,Approved,19440,14,No,0.227,Police,Medium
CLM000033095,POL000084385,CUST00062106,Liability,2025-03-08,2025-03-12,144740,Approved,125701,62,No,0.8684,Garage,Medium
CLM000033096,POL000063924,CUST00081564,Travel Disruption,2026-06-28,2026-07-16,284179,Approved,235816,15,No,0.9595,Hospital,Medium
CLM000033097,POL000125967,CUST00058346,Property Damage,2026-06-26,2026-07-03,602682,Approved,586927,29,No,0.5661,Third Party,Low
CLM000033098,POL000028579,CUST00009019,Hospitalization,2024-10-13,2024-10-18,122094,Approved,104841,45,No,0.4428,Customer,High
CLM000033099,POL000109720,CUST00080562,Death,2025-03-09,2025-03-14,2720,Pending,0,19,No,0.0061,Garage,Low
CLM000033100,POL000037589,CUST00029680,Property Damage,2023-04-13,2023-04-14,22065,Approved,21949,10,No,0.9169,Surveyor,Medium
CLM000033101,POL000085395,CUST00063865,Liability,2022-02-05,2022-02-10,12201,Approved,11605,12,No,0.6369,Police,Low
CLM000033102,POL000074473,CUST00096091,Liability,2023-09-09,2023-09-15,47035,Pending,0,30,No,0.6644,Garage,Low
CLM000033103,POL000114037,CUST00017594,Accident,2024-06-28,2024-07-03,45206,Approved,37433,47,No,0.284,Customer,Low
CLM000033104,POL000132670,CUST00043774,Vehicle Damage,2024-06-29,2024-07-02,101120,Rejected,0,37,No,0.0798,Customer,Medium
CLM000033105,POL000101577,CUST00035054,Death,2025-03-25,2025-03-30,257145,Approved,215538,9,No,0.6118,Third Party,Low
CLM000033106,POL000087513,CUST00058689,Accident,2022-08-04,2022-08-12,488079,Approved,487881,23,No,0.9953,Third Party,Low
CLM000033107,POL000009089,CUST00056496,Theft,2023-05-22,2023-05-24,30883,Partially Approved,12626,31,No,0.0585,Surveyor,Medium
CLM000033108,POL000146311,CUST00000044,Property Damage,2023-08-08,2023-08-10,23146,Under Investigation,0,4,No,0.6403,Garage,Medium
CLM000033109,POL000086403,CUST00073774,Vehicle Damage,2023-12-09,2023-12-14,23936,Approved,19925,8,No,0.3233,Surveyor,Medium
CLM000033110,POL000099402,CUST00072882,Vehicle Damage,2024-10-28,2024-10-30,26389,Approved,24882,4,No,0.8623,Garage,Low
CLM000033111,POL000129976,CUST00099825,Accident,2022-12-22,2023-01-01,14973,Under Investigation,0,16,No,0.2452,Hospital,Medium
CLM000033112,POL000073939,CUST00042789,Accident,2022-03-01,2022-03-09,29249,Approved,23849,27,No,0.9469,Police,Low
CLM000033113,POL000096415,CUST00028389,Hospitalization,2023-11-30,2023-12-07,8376,Partially Approved,4006,15,No,0.4667,Hospital,Low
CLM000033114,POL000061426,CUST00066083,Property Damage,2026-01-17,2026-01-18,372803,Approved,299848,11,No,0.4873,Hospital,Low
CLM000033115,POL000068691,CUST00010139,Property Damage,2023-05-17,2023-05-25,57439,Under Investigation,0,9,No,0.8187,Hospital,Low
CLM000033116,POL000030620,CUST00052199,Property Damage,2024-11-24,2024-11-26,139927,Rejected,0,44,No,0.167,Customer,Low
CLM000033117,POL000073815,CUST00032030,Travel Disruption,2025-05-15,2025-05-17,23467,Approved,19814,7,No,0.4458,Garage,Low
CLM000033118,POL000120092,CUST00078590,Death,2026-04-05,2026-04-09,674652,Approved,635822,21,No,0.4626,Garage,Medium
CLM000033119,POL000116598,CUST00075576,Theft,2024-03-03,2024-03-06,29136,Approved,25542,25,No,0.6926,Police,Medium
CLM000033120,POL000009015,CUST00039279,Travel Disruption,2022-05-16,2022-05-20,13635,Approved,11959,30,No,0.713,Garage,Medium
CLM000033121,POL000067296,CUST00051864,Accident,2022-11-04,2022-11-06,448344,Approved,381172,20,No,0.3456,Police,Low
CLM000033122,POL000092380,CUST00059201,Hospitalization,2026-05-21,2026-06-05,57994,Pending,0,4,No,0.415,Customer,Low
CLM000033123,POL000030203,CUST00055420,Liability,2022-11-22,2022-11-24,297421,Approved,292708,7,No,0.0437,Garage,Low
CLM000033124,POL000142528,CUST00086481,Accident,2024-02-01,2024-02-07,154162,Approved,131736,8,No,0.6074,Surveyor,Medium
CLM000033125,POL000031307,CUST00059824,Vehicle Damage,2025-01-30,2025-01-31,336296,Approved,298519,12,No,0.6031,Garage,Low
CLM000033126,POL000060995,CUST00039096,Property Damage,2026-01-22,2026-01-25,2529383,Under Investigation,0,32,No,0.1188,Police,Low
CLM000033127,POL000095579,CUST00040693,Theft,2022-01-31,2022-02-05,54505,Approved,47373,42,No,0.2172,Police,Low
CLM000033128,POL000070162,CUST00072645,Death,2025-01-27,2025-01-31,1002508,Rejected,0,21,Confirmed,0.0926,Garage,Medium
CLM000033129,POL000107174,CUST00012141,Accident,2022-06-19,2022-06-19,893186,Approved,776003,24,No,0.6149,Third Party,Medium
CLM000033130,POL000068255,CUST00095459,Death,2026-04-04,2026-04-13,57638,Approved,53096,32,No,0.0,Surveyor,Medium
CLM000033131,POL000088978,CUST00025685,Liability,2026-03-17,2026-03-20,9121,Under Investigation,0,29,No,0.1999,Police,Low
CLM000033132,POL000041753,CUST00070457,Vehicle Damage,2024-11-04,2024-11-07,168488,Rejected,0,11,No,0.238,Police,Low
CLM000033133,POL000140041,CUST00017192,Theft,2023-03-11,2023-03-16,488983,Approved,413129,10,No,0.3817,Hospital,High
